,name,age,nationality,overall,potential,club,value,wage,international reputation,weak foot,skill moves,body type,position,joined,contract valid until,height,weight,aggression,release clause,preferred foot = left,improvement,attacking rate,defensive rate,control,defending,gk,passing,physical,shooting,skill,speed,heading
365,D. Tadić,29,Serbia,81,81,Ajax,17500000.0,26000.0,3.0,2.0,4.0,2.0,CAM,"Jul 3, 2018",2022,180.34,76.19047619047619,56.0,24500000.0,1.0,0,2,1,85.5,34.25,12.2,78.5,73.85714285714286,73.0,80.0,68.5,63.0
370,X. Shaqiri,26,Switzerland,81,81,Liverpool,19000000.0,130000.0,3.0,4.0,5.0,2.0,CAM,"Jul 13, 2018",2023,170.18,72.10884353741497,61.0,36100000.0,1.0,0,2,2,85.0,46.75,11.8,78.75,76.71428571428571,79.83333333333333,77.5,80.5,45.0
379,S. Kagawa,29,Japan,81,81,Borussia Dortmund,17500000.0,65000.0,3.0,4.0,4.0,1.0,CAM,"Aug 31, 2014",2020,175.26,68.02721088435375,30.0,29800000.0,0.0,0,3,2,84.5,54.25,10.0,74.0,75.0,67.0,80.0,67.0,48.0
380,M. Lanzini,25,Argentina,81,85,West Ham United,23000000.0,90000.0,2.0,3.0,4.0,1.0,CAM,"Jul 1, 2016",2020,167.64,58.956916099773245,48.0,45400000.0,0.0,4,2,2,86.5,28.75,10.2,73.25,73.14285714285714,74.33333333333333,76.0,81.0,56.0
402,Borja Valero,33,Spain,81,81,Inter,11000000.0,74000.0,3.0,4.0,4.0,2.0,CAM,"Jul 10, 2017",2020,175.26,73.01587301587301,52.0,18700000.0,0.0,0,2,2,86.5,65.75,6.8,80.5,74.28571428571429,72.5,78.0,53.5,60.0
413,K. Havertz,19,Germany,80,89,Bayer 04 Leverkusen,22000000.0,32000.0,1.0,5.0,4.0,1.0,CAM,"Jul 1, 2016",2022,187.96,82.99319727891157,40.0,41800000.0,1.0,9,2,2,82.0,35.0,9.4,73.75,72.85714285714286,61.83333333333334,80.5,81.5,65.0
418,M. Almirón,24,Paraguay,80,84,Atlanta United,19500000.0,11000.0,1.0,2.0,4.0,1.0,CAM,"Jan 1, 2017",2019,175.26,63.03854875283447,65.0,30700000.0,1.0,4,3,3,80.0,48.75,10.6,73.75,69.71428571428571,72.16666666666667,76.5,89.5,43.0
421,Oyarzabal,21,Spain,80,87,Real Sociedad,21000000.0,29000.0,1.0,3.0,3.0,1.0,CAM,"Jul 1, 2014",2024,180.34,78.0045351473923,40.0,48300000.0,1.0,7,3,2,84.5,35.25,10.0,74.5,68.28571428571429,70.33333333333333,79.5,73.5,44.0
449,H. Çalhanoğlu,24,Turkey,80,84,Milan,19500000.0,89000.0,3.0,4.0,4.0,2.0,CAM,"Jul 3, 2017",2021,177.8,76.19047619047619,57.0,34600000.0,0.0,4,2,2,85.5,58.75,10.0,80.25,69.57142857142857,82.0,77.5,71.0,53.0
489,D. Didavi,28,Germany,80,80,VfB Stuttgart,15000000.0,44000.0,2.0,3.0,3.0,2.0,CAM,"Jul 1, 2018",2021,180.34,77.09750566893423,70.0,25500000.0,1.0,0,2,2,82.0,48.75,10.6,75.75,75.14285714285714,78.83333333333333,78.0,68.5,58.0
496,A. Ljajić,26,Serbia,80,81,Beşiktaş JK,17500000.0,52000.0,2.0,4.0,4.0,1.0,CAM,,"Jun 30, 2019",182.88,73.92290249433107,44.0,,0.0,1,3,1,86.5,35.25,9.0,73.75,70.0,76.83333333333333,76.5,79.0,48.0
501,Muniain,25,Spain,80,83,Athletic Club de Bilbao,18500000.0,31000.0,2.0,3.0,4.0,2.0,CAM,"Aug 1, 2009",2024,170.18,63.03854875283447,66.0,40200000.0,0.0,3,3,2,84.5,48.0,9.0,71.0,74.71428571428571,69.5,78.5,79.0,43.0
507,R. Boudebouz,28,Algeria,80,80,Real Betis,15000000.0,31000.0,2.0,4.0,4.0,1.0,CAM,"Aug 9, 2017",2021,177.8,73.92290249433107,58.0,31500000.0,1.0,0,3,2,80.5,38.0,12.4,78.0,71.28571428571429,81.0,80.0,74.0,45.0
525,V. Birsa,31,Slovenia,80,80,Chievo Verona,13000000.0,23000.0,2.0,4.0,4.0,2.0,CAM,"Jul 3, 2015",2021,182.88,81.17913832199547,55.0,22100000.0,1.0,0,2,2,85.0,52.25,4.2,77.25,72.71428571428571,76.83333333333333,78.5,72.0,60.0
530,Raúl García,31,Spain,80,80,Athletic Club de Bilbao,13000000.0,30000.0,2.0,3.0,4.0,2.0,CAM,"Aug 31, 2015",2020,182.88,83.90022675736961,84.0,27300000.0,0.0,0,3,2,81.5,68.75,15.0,73.0,75.85714285714286,77.66666666666667,84.0,52.0,90.0
577,A. Golovin,22,Russia,79,85,AS Monaco,17000000.0,61000.0,1.0,4.0,4.0,1.0,CAM,"Jul 27, 2018",2023,180.34,68.93424036281178,81.0,35700000.0,0.0,6,3,3,84.0,69.5,13.2,73.0,74.42857142857143,71.5,75.5,81.5,38.0
585,A. Rebić,24,Croatia,79,82,Eintracht Frankfurt,16000000.0,39000.0,1.0,3.0,3.0,2.0,CAM,"Dec 20, 2017",2022,185.42,78.0045351473923,84.0,28400000.0,0.0,3,3,2,81.0,31.0,13.4,71.5,74.28571428571429,72.33333333333333,71.5,84.5,71.0
603,J. Hofmann,25,Germany,79,80,Borussia Mönchengladbach,15000000.0,32000.0,2.0,4.0,3.0,1.0,CAM,"Jan 1, 2016",2020,175.26,69.84126984126982,43.0,26600000.0,0.0,1,2,2,79.5,45.0,8.4,73.25,71.42857142857143,69.16666666666667,77.5,77.0,40.0
632,G. Ramírez,27,Uruguay,79,79,Sampdoria,13000000.0,41000.0,2.0,3.0,4.0,1.0,CAM,"Aug 4, 2017",2020,182.88,77.09750566893423,69.0,22100000.0,1.0,0,2,1,80.5,36.5,10.2,75.75,69.28571428571429,76.0,77.5,69.5,57.0
639,H. Vanaken,25,Belgium,79,81,Club Brugge KV,15500000.0,27000.0,1.0,5.0,4.0,1.0,CAM,"Jul 1, 2015",2020,195.58,79.81859410430839,45.0,24400000.0,0.0,2,3,3,80.0,56.0,10.8,76.25,69.71428571428571,73.66666666666667,82.0,50.0,73.0
643,M. Gregoritsch,24,Austria,79,82,FC Augsburg,16000000.0,27000.0,2.0,3.0,4.0,2.0,CAM,"Jul 5, 2017",2022,193.04,87.07482993197279,58.0,28400000.0,1.0,3,3,1,76.5,36.75,9.4,70.25,65.71428571428571,78.33333333333333,75.5,66.5,71.0
646,R. Barkley,24,England,79,82,Chelsea,16000000.0,89000.0,2.0,5.0,4.0,2.0,CAM,"Jan 5, 2018",2023,185.42,87.07482993197279,74.0,30800000.0,0.0,3,2,2,84.5,52.0,10.2,71.5,69.42857142857143,72.0,75.0,69.5,65.0
656,Y. Belhanda,28,Morocco,79,79,Galatasaray SK,12500000.0,65000.0,2.0,4.0,4.0,2.0,CAM,"Jul 4, 2017",2021,177.8,74.82993197278911,75.0,23800000.0,0.0,0,2,2,83.5,56.25,12.8,75.5,76.85714285714286,77.83333333333333,74.0,73.5,67.0
711,H. Ben Arfa,31,France,79,79,Stade Rennais FC,11000000.0,38000.0,3.0,4.0,5.0,1.0,CAM,"Sep 2, 2018",2019,177.8,73.92290249433107,61.0,20900000.0,1.0,0,2,1,84.0,28.75,10.8,73.5,71.14285714285714,76.0,75.0,73.0,46.0
713,E. Lavezzi,33,Argentina,79,79,Hebei China Fortune FC,8000000.0,22000.0,3.0,4.0,4.0,3.0,CAM,"Feb 17, 2016",2018,172.72,74.82993197278911,73.0,17200000.0,0.0,0,3,1,82.5,37.0,10.6,74.75,78.85714285714286,78.0,82.5,84.0,57.0
715,J. Farfán,33,Peru,79,79,Lokomotiv Moscow,7500000.0,1000.0,2.0,3.0,4.0,2.0,CAM,"Jan 29, 2017",2020,177.8,83.90022675736961,73.0,15800000.0,0.0,0,2,1,78.5,32.0,11.8,74.75,74.42857142857143,75.66666666666667,77.5,84.0,65.0
736,F. Krovinović,22,Croatia,78,84,SL Benfica,14000000.0,12000.0,1.0,4.0,4.0,2.0,CAM,"Jul 1, 2017",2022,177.8,69.84126984126982,68.0,30800000.0,0.0,6,3,2,80.0,59.5,9.4,71.75,70.28571428571429,67.83333333333333,77.0,68.5,54.0
739,Claudio Coíntra,34,Brazil,78,78,Internacional,5000000.0,30000.0,1.0,5.0,4.0,2.0,CAM,"Jan 1, 2018",2021,175.26,71.20181405895691,42.0,9500000.0,1.0,0,3,2,75.5,24.5,11.8,75.25,75.0,74.66666666666667,78.5,80.5,45.0
743,João Novais,24,Portugal,78,81,SC Braga,13000000.0,15000.0,1.0,3.0,4.0,2.0,CAM,"Jul 1, 2018",2023,182.88,77.09750566893423,49.0,27000000.0,0.0,3,3,2,77.5,49.5,9.2,74.75,75.0,78.83333333333333,77.0,74.5,45.0
750,G. Martínez,25,Argentina,78,82,River Plate,13500000.0,25000.0,1.0,2.0,4.0,1.0,CAM,"Jan 20, 2015",2020,172.72,74.82993197278911,42.0,19900000.0,1.0,4,3,1,83.5,30.5,11.0,71.0,74.57142857142857,76.33333333333333,71.5,89.0,32.0
753,N. Amiri,21,Germany,78,85,TSG 1899 Hoffenheim,14500000.0,27000.0,1.0,3.0,4.0,2.0,CAM,"Aug 1, 2014",2020,180.34,73.01587301587301,48.0,27600000.0,0.0,7,2,2,83.0,54.5,12.0,72.5,72.57142857142857,69.5,73.5,72.5,43.0
802,J. Quintero,25,Colombia,78,80,River Plate,12500000.0,15000.0,2.0,2.0,4.0,3.0,CAM,,"Dec 31, 2018",167.64,67.12018140589569,43.0,,1.0,2,2,1,83.0,34.75,11.8,73.75,66.42857142857143,75.0,74.0,72.0,42.0
828,Pozuelo,26,Spain,78,79,KRC Genk,12000000.0,19000.0,1.0,5.0,4.0,2.0,CAM,"Aug 31, 2015",2021,172.72,72.10884353741497,52.0,18900000.0,0.0,1,3,2,82.0,50.0,10.0,70.5,71.42857142857143,69.33333333333333,78.0,59.5,39.0
837,R. Saponara,26,Italy,78,80,Sampdoria,12500000.0,56000.0,2.0,4.0,4.0,2.0,CAM,,"Jun 30, 2019",182.88,73.01587301587301,52.0,,0.0,2,3,2,84.0,38.75,4.2,73.0,69.71428571428571,70.0,79.0,72.0,58.0
852,N. Lodeiro,29,Uruguay,78,78,Seattle Sounders FC,10000000.0,11000.0,2.0,4.0,4.0,2.0,CAM,"Jul 27, 2016",2021,170.18,68.93424036281178,66.0,15000000.0,1.0,0,2,2,79.5,43.0,12.2,76.5,75.14285714285714,74.33333333333333,76.5,69.5,42.0
854,C. Tévez,34,Argentina,78,78,Boca Juniors,5000000.0,26000.0,3.0,3.0,4.0,3.0,CAM,"Jan 6, 2018",2019,170.18,79.81859410430839,77.0,7000000.0,0.0,0,2,1,78.0,42.5,3.0,72.25,72.42857142857143,74.33333333333333,78.0,71.5,54.0
869,R. Cabella,28,France,78,78,AS Saint-Étienne,10500000.0,36000.0,2.0,4.0,4.0,1.0,CAM,"Aug 16, 2018",2022,170.18,71.20181405895691,47.0,20000000.0,0.0,0,2,1,81.0,38.25,12.0,74.0,68.42857142857143,73.5,71.5,80.0,58.0
885,R. Eremenko,31,Finland,78,78,Spartak Moscow,9000000.0,1000.0,2.0,4.0,4.0,1.0,CAM,"Aug 10, 2018",2019,185.42,79.81859410430839,63.0,18900000.0,0.0,0,2,3,79.0,54.75,10.8,80.25,71.85714285714286,72.83333333333333,79.0,68.5,43.0
896,B. Moukandjo,29,Cameroon,77,77,Beijing Renhe FC,9000000.0,25000.0,2.0,3.0,4.0,2.0,CAM,,"Dec 31, 2018",180.34,73.92290249433107,51.0,,0.0,0,3,1,76.0,26.25,11.6,68.5,74.57142857142857,73.16666666666667,71.0,92.0,66.0
908,E. Çolak,27,Turkey,77,77,Al Wehda,9500000.0,27000.0,2.0,3.0,4.0,2.0,CAM,"Jul 1, 2018",2022,170.18,67.12018140589569,52.0,16200000.0,1.0,0,2,2,78.5,41.75,9.4,75.5,66.14285714285714,73.5,74.5,69.5,65.0
922,J. Maddison,21,England,77,85,Leicester City,13000000.0,45000.0,1.0,4.0,4.0,1.0,CAM,"Jun 20, 2018",2023,175.26,73.01587301587301,56.0,27300000.0,0.0,8,3,2,79.5,39.0,13.0,73.25,66.85714285714286,76.0,75.0,75.5,30.0
930,E. Akbaba,25,Turkey,77,80,Galatasaray SK,11000000.0,51000.0,1.0,3.0,4.0,1.0,CAM,"Aug 18, 2018",2021,180.34,73.01587301587301,64.0,21700000.0,1.0,3,3,3,76.5,52.0,10.0,73.0,70.0,74.5,77.5,75.0,62.0
944,P. Groß,27,Germany,77,78,Brighton & Hove Albion,10000000.0,47000.0,2.0,4.0,4.0,1.0,CAM,"Jul 1, 2017",2022,180.34,78.0045351473923,66.0,19800000.0,0.0,1,3,3,76.0,61.75,13.0,77.5,75.28571428571429,74.0,80.0,64.0,53.0
950,G. Moreno,32,Colombia,77,77,Shanghai Greenland Shenhua FC,7000000.0,17000.0,1.0,2.0,4.0,2.0,CAM,"Jul 1, 2012",2019,193.04,82.99319727891157,72.0,15100000.0,1.0,0,2,2,79.0,52.0,12.4,70.5,76.71428571428571,72.0,79.0,75.0,80.0
951,J. Valdivia,34,Chile,77,77,Colo-Colo,4500000.0,10000.0,2.0,4.0,4.0,2.0,CAM,"Jun 20, 2017",2019,172.72,71.20181405895691,57.0,6300000.0,0.0,0,2,2,77.0,33.75,10.0,70.75,68.85714285714286,69.66666666666667,74.0,68.0,60.0
965,Simão Acunha,30,Brazil,77,77,Atlético Mineiro,8500000.0,35000.0,1.0,2.0,4.0,1.0,CAM,"Jan 1, 2018",2021,177.8,71.20181405895691,48.0,16200000.0,0.0,0,3,1,77.0,32.25,10.8,73.25,72.14285714285714,70.66666666666667,73.5,80.0,60.0
986,A. Miranchuk,22,Russia,77,82,Lokomotiv Moscow,12000000.0,1000.0,1.0,2.0,3.0,1.0,CAM,"Jul 1, 2012",2021,182.88,73.92290249433107,43.0,26100000.0,1.0,5,2,2,78.5,28.75,10.4,70.0,69.14285714285714,61.33333333333334,76.0,73.0,53.0
1102,D. van de Beek,21,Netherlands,77,83,Ajax,12500000.0,14000.0,2.0,4.0,3.0,2.0,CAM,"Dec 27, 2013",2022,182.88,73.92290249433107,68.0,20000000.0,0.0,6,2,2,76.0,61.75,10.2,73.75,72.71428571428571,69.16666666666667,76.5,65.5,59.0
1132,L. Acosta,24,Argentina,77,79,DC United,11000000.0,8000.0,1.0,3.0,5.0,2.0,CAM,"Nov 16, 2016",2018,160.02,60.770975056689345,69.0,17300000.0,0.0,2,3,1,80.5,39.75,10.0,67.75,73.0,65.83333333333333,74.5,82.5,53.0
1135,M. Fabián,28,Mexico,77,77,Eintracht Frankfurt,9000000.0,36000.0,2.0,4.0,4.0,2.0,CAM,"Jan 1, 2016",2019,170.18,64.85260770975057,64.0,15300000.0,0.0,0,3,2,78.0,31.5,12.2,75.5,75.0,77.33333333333333,74.0,67.5,61.0
1136,Carlos Eduardo,28,Brazil,77,77,Al Hilal,9000000.0,41000.0,2.0,4.0,4.0,2.0,CAM,"Jul 5, 2015",2020,182.88,73.92290249433107,60.0,15300000.0,0.0,0,3,2,76.0,50.0,8.4,75.0,69.57142857142857,76.0,79.5,69.5,76.0
1146,K. Fortounis,25,Greece,77,80,Olympiacos CFP,11000000.0,1000.0,2.0,4.0,3.0,1.0,CAM,"Jul 21, 2014",2020,180.34,76.19047619047619,63.0,25000000.0,0.0,3,3,1,79.5,37.5,14.2,74.25,69.28571428571429,77.83333333333333,74.5,75.0,57.0
1165,D. Buonanotte,30,Argentina,77,77,Universidad Católica,8500000.0,12000.0,2.0,4.0,4.0,1.0,CAM,"Jul 20, 2016",2019,160.02,57.14285714285714,30.0,11900000.0,1.0,0,2,1,79.0,27.25,13.8,70.5,68.57142857142857,73.16666666666667,73.0,88.0,36.0
1169,F. Belluschi,34,Argentina,77,77,San Lorenzo de Almagro,4500000.0,22000.0,2.0,4.0,4.0,2.0,CAM,"Jan 25, 2016",2018,172.72,78.0045351473923,73.0,6700000.0,0.0,0,3,2,77.0,65.25,10.4,75.75,73.0,77.5,78.0,69.0,58.0
1170,O. Abdulrahman,26,United Arab Emirates,77,78,Al Hilal,10500000.0,39000.0,2.0,3.0,5.0,2.0,CAM,"Aug 8, 2018",2019,172.72,59.86394557823129,44.0,18600000.0,1.0,1,2,2,78.0,31.75,11.6,73.25,67.85714285714286,71.66666666666667,75.0,81.0,35.0
1182,F. Higuaín,33,Argentina,77,77,Columbus Crew SC,5500000.0,10000.0,1.0,4.0,3.0,2.0,CAM,"Jul 1, 2012",2019,172.72,74.82993197278911,65.0,8300000.000000001,0.0,0,2,2,75.0,45.5,12.2,74.75,70.57142857142857,74.33333333333333,78.5,63.0,62.0
1195,C. Villanueva,32,Chile,77,77,Al Ittihad,7000000.0,39000.0,1.0,3.0,5.0,2.0,CAM,"Jul 19, 2016",2020,172.72,73.01587301587301,40.0,11900000.0,1.0,0,2,1,78.0,47.0,12.8,75.75,67.28571428571429,74.83333333333333,73.5,62.5,41.0
1242,M. Livaja,24,Croatia,76,80,AEK Athens,10000000.0,1000.0,1.0,5.0,3.0,2.0,CAM,"Jun 29, 2018",2021,182.88,87.07482993197279,88.0,22800000.0,0.0,4,3,2,78.0,25.5,12.6,56.5,70.42857142857143,64.16666666666667,73.0,74.0,73.0
1260,Ganso,28,Brazil,76,76,Amiens SC,8000000.0,17000.0,3.0,3.0,4.0,1.0,CAM,,"Jun 30, 2019",182.88,78.0045351473923,56.0,,1.0,0,2,1,82.5,34.25,10.6,79.0,59.42857142857143,76.16666666666667,75.5,35.0,56.0
1266,Francisco Geraldes,23,Portugal,76,83,Eintracht Frankfurt,11000000.0,12000.0,1.0,4.0,4.0,2.0,CAM,,"Jun 30, 2019",170.18,66.21315192743764,57.0,,0.0,7,3,1,83.0,41.5,10.8,68.75,70.14285714285714,63.5,75.5,76.5,47.0
1271,C. Riveros,35,Paraguay,76,76,,0.0,0.0,1.0,3.0,3.0,2.0,CAM,,,177.8,73.92290249433107,72.0,,0.0,0,2,2,72.5,66.0,11.8,74.0,71.85714285714286,69.5,76.5,56.5,70.0
1273,M. Torres,33,Colombia,76,76,Deportivo Cali,4700000.0,4000.0,1.0,4.0,3.0,2.0,CAM,"Jul 10, 2018",2019,170.18,68.02721088435375,62.0,6600000.0,0.0,0,2,2,76.5,39.0,11.4,70.75,70.14285714285714,70.16666666666667,78.0,54.0,53.0
1289,O. El Kaddouri,27,Morocco,76,76,PAOK,8000000.0,1000.0,1.0,4.0,3.0,1.0,CAM,"Aug 25, 2017",2021,185.42,82.08616780045352,56.0,16800000.0,0.0,0,3,2,78.5,55.75,8.0,74.0,69.42857142857143,73.33333333333333,75.5,74.0,71.0
1290,T. Rogić,25,Australia,76,79,Celtic,9500000.0,46000.0,1.0,4.0,4.0,2.0,CAM,"Jan 9, 2013",2023,187.96,87.98185941043086,48.0,17800000.0,1.0,3,2,2,82.0,43.25,11.8,68.75,68.57142857142857,70.16666666666667,74.0,70.0,60.0
1293,Josué,27,Portugal,76,76,Akhisar Belediyespor,8000000.0,19000.0,1.0,2.0,4.0,2.0,CAM,"Jul 18, 2018",2020,175.26,74.82993197278911,80.0,16000000.0,1.0,0,2,2,77.5,53.75,13.2,72.25,69.28571428571429,76.0,74.5,68.0,57.0
1300,E. Vargas,28,Chile,76,76,Tigres U.A.N.L.,8000000.0,55000.0,2.0,4.0,4.0,2.0,CAM,"Jan 27, 2017",2020,175.26,81.17913832199547,60.0,12800000.0,0.0,0,2,1,79.5,35.0,10.8,72.0,75.14285714285714,71.16666666666667,74.5,80.0,65.0
1302,Danny,34,Portugal,76,76,Clube Sport Marítimo,3900000.0,12000.0,3.0,4.0,4.0,1.0,CAM,"Jul 22, 2018",2020,177.8,68.02721088435375,73.0,8199999.999999999,0.0,0,2,1,81.0,39.5,8.0,74.25,69.57142857142857,71.83333333333333,75.5,63.5,47.0
1306,Víctor Vázquez,31,Spain,76,76,Toronto FC,6500000.0,9000.0,1.0,2.0,3.0,2.0,CAM,"Feb 20, 2017",2018,175.26,76.19047619047619,55.0,9800000.0,0.0,0,2,1,78.5,44.5,11.0,75.25,65.28571428571429,72.33333333333333,78.0,51.5,49.0
