,name,age,nationality,overall,potential,club,value,wage,international reputation,weak foot,skill moves,body type,position,joined,contract valid until,height,weight,aggression,release clause,preferred foot = left,improvement,attacking rate,defensive rate,control,defending,gk,passing,physical,shooting,skill,speed,heading
265,Morata,25,Spain,82,85,Chelsea,28500000.0,135000.0,3.0,4.0,3.0,2.0,ST,"Jul 21, 2017",2022,187.96,84.80725623582768,56.0,54900000.0,0.0,3,3,3,82.5,23.75,4.4,70.5,73.0,70.33333333333333,80.5,81.0,86.0
267,W. Ben Yedder,27,France,82,82,Sevilla FC,23500000.0,28000.0,2.0,5.0,4.0,2.0,ST,"Jul 30, 2016",2021,170.18,68.02721088435375,55.0,49400000.0,0.0,0,3,3,83.5,34.25,8.4,74.0,79.28571428571429,77.33333333333333,83.0,85.0,74.0
268,C. Bakambu,27,DR Congo,82,83,Beijing Sinobo Guoan FC,26000000.0,33000.0,2.0,4.0,3.0,2.0,ST,"Jan 17, 2018",2021,182.88,73.01587301587301,72.0,59200000.0,0.0,1,2,2,81.0,30.25,9.0,73.75,78.14285714285714,73.83333333333333,79.0,88.0,71.0
270,W. Zaha,25,Ivory Coast,82,85,Crystal Palace,28500000.0,78000.0,2.0,3.0,5.0,1.0,ST,"Feb 2, 2015",2023,180.34,66.21315192743764,73.0,56300000.0,0.0,3,3,1,88.5,25.5,12.2,70.5,76.57142857142857,66.16666666666667,77.5,90.5,47.0
271,Luis Alberto,25,Spain,82,85,Lazio,28500000.0,67000.0,2.0,3.0,4.0,1.0,ST,"Aug 31, 2016",2022,182.88,73.92290249433107,29.0,50600000.0,0.0,3,3,2,87.0,28.75,8.6,81.75,71.71428571428571,76.16666666666667,84.0,74.5,49.0
275,Willian José,26,Brazil,82,83,Real Sociedad,26500000.0,44000.0,2.0,4.0,4.0,2.0,ST,"Jul 31, 2016",2024,187.96,92.97052154195009,65.0,57600000.0,0.0,1,2,1,79.5,34.25,13.6,65.5,71.28571428571429,77.33333333333333,77.5,63.5,84.0
293,S. Giovinco,31,Italy,82,82,Toronto FC,20000000.0,15000.0,2.0,4.0,4.0,2.0,ST,"Feb 3, 2015",2019,162.56,60.770975056689345,75.0,30000000.0,0.0,0,3,2,86.0,26.5,4.2,75.75,71.42857142857143,82.83333333333333,81.5,84.0,34.0
294,M. Arnautović,29,Austria,82,82,West Ham United,22000000.0,120000.0,3.0,4.0,4.0,2.0,ST,"Jul 23, 2017",2022,193.04,82.99319727891157,84.0,41800000.0,0.0,0,3,2,84.5,43.5,12.8,77.75,74.85714285714286,77.5,80.0,81.0,74.0
297,M. Kruse,30,Germany,82,82,SV Werder Bremen,21500000.0,45000.0,2.0,4.0,4.0,2.0,ST,"Aug 2, 2016",2019,180.34,76.19047619047619,63.0,36600000.0,1.0,0,3,2,83.5,42.5,9.2,81.25,75.57142857142857,80.33333333333333,84.0,68.0,63.0
304,O. Giroud,31,France,82,82,Chelsea,20000000.0,140000.0,3.0,3.0,3.0,2.0,ST,"Jan 31, 2018",2019,193.04,92.06349206349206,76.0,37000000.0,1.0,0,2,2,76.5,34.0,9.8,70.75,72.28571428571429,76.66666666666667,79.5,46.5,90.0
315,David Villa,36,Spain,82,82,New York City FC,8000000.0,12000.0,3.0,5.0,4.0,2.0,ST,"Jul 1, 2014",2018,175.26,68.93424036281178,67.0,12000000.0,0.0,0,3,1,84.0,31.25,9.2,73.25,73.28571428571429,82.83333333333333,80.5,69.5,67.0
316,Aduriz,37,Spain,82,82,Athletic Club de Bilbao,8000000.0,29000.0,3.0,3.0,3.0,2.0,ST,"Jul 1, 2012",2019,182.88,78.0045351473923,82.0,16800000.0,0.0,0,3,2,79.0,43.5,11.4,64.5,72.71428571428571,73.33333333333333,80.0,65.0,92.0
329,H. Lozano,22,Mexico,81,86,PSV,24000000.0,22000.0,3.0,4.0,4.0,1.0,ST,"Jul 21, 2017",2023,175.26,69.84126984126982,64.0,35400000.0,0.0,5,3,2,82.0,38.5,11.8,72.75,76.42857142857143,71.66666666666667,76.0,93.5,60.0
330,Morales,30,Spain,81,81,Levante UD,17000000.0,33000.0,1.0,4.0,4.0,1.0,ST,"Jun 1, 2011",2021,180.34,69.84126984126982,58.0,35700000.0,0.0,0,3,2,85.0,55.25,12.8,71.5,74.28571428571429,77.66666666666667,76.0,88.0,54.0
345,J. Martínez,25,Venezuela,81,84,Atlanta United,22500000.0,14000.0,1.0,4.0,3.0,2.0,ST,"Mar 22, 2017",2020,170.18,68.93424036281178,66.0,35400000.0,0.0,3,3,2,76.5,18.75,12.0,62.25,80.85714285714286,70.5,71.0,90.5,77.0
346,C. Bacca,31,Colombia,81,81,Villarreal CF,16000000.0,45000.0,3.0,2.0,3.0,2.0,ST,"Aug 17, 2018",2022,180.34,77.09750566893423,58.0,33600000.0,0.0,0,2,1,80.0,26.0,9.0,65.25,74.57142857142857,71.83333333333333,79.0,74.0,75.0
350,A. Milik,24,Poland,81,88,Napoli,25500000.0,71000.0,3.0,3.0,4.0,1.0,ST,"Aug 2, 2016",2021,185.42,78.0045351473923,67.0,48500000.0,1.0,7,2,2,76.0,34.25,12.4,64.75,70.14285714285714,79.83333333333333,70.5,71.5,78.0
357,S. Zaza,27,Italy,81,82,Torino,21000000.0,48000.0,2.0,3.0,4.0,2.0,ST,,"Jun 30, 2019",185.42,83.90022675736961,87.0,,1.0,1,3,3,78.0,46.5,9.0,62.25,78.28571428571429,73.83333333333333,74.5,79.0,79.0
361,K. Volland,25,Germany,81,83,Bayer 04 Leverkusen,22000000.0,76000.0,2.0,3.0,3.0,3.0,ST,"Jul 1, 2016",2021,177.8,84.80725623582768,78.0,39100000.0,1.0,2,3,3,80.0,37.5,8.6,75.75,81.0,79.0,81.0,77.5,67.0
362,Paco Alcácer,24,Spain,81,85,Borussia Dortmund,23500000.0,59000.0,2.0,4.0,3.0,2.0,ST,"Nov 23, 2018",2023,175.26,72.10884353741497,59.0,41700000.0,0.0,4,3,2,79.5,30.75,10.6,66.0,76.71428571428571,74.16666666666667,75.5,81.0,77.0
381,F. Smolov,28,Russia,81,81,Lokomotiv Moscow,18500000.0,1000.0,1.0,4.0,4.0,1.0,ST,"Aug 9, 2018",2022,187.96,79.81859410430839,67.0,38900000.0,0.0,0,3,2,77.5,27.5,13.2,68.5,72.0,77.66666666666667,79.5,86.5,70.0
382,L. Stindl,29,Germany,81,81,Borussia Mönchengladbach,18000000.0,43000.0,2.0,4.0,4.0,2.0,ST,"Jul 1, 2015",2021,180.34,79.81859410430839,74.0,30600000.0,0.0,0,2,2,80.5,57.5,10.6,79.0,76.42857142857143,78.5,83.5,70.5,64.0
403,F. Quagliarella,35,Italy,81,81,Sampdoria,8000000.0,39000.0,2.0,4.0,4.0,2.0,ST,"Jul 1, 2016",2019,180.34,78.91156462585032,44.0,13600000.0,0.0,0,2,2,78.5,24.25,5.2,75.5,74.14285714285714,83.33333333333333,80.5,70.0,68.0
404,B. Gomis,32,France,81,81,Al Hilal,14000000.0,56000.0,3.0,3.0,4.0,2.0,ST,"Aug 23, 2018",2020,182.88,77.09750566893423,52.0,23800000.0,0.0,0,3,1,78.5,31.75,11.2,65.25,71.71428571428571,74.83333333333333,74.0,69.5,82.0
407,Raffael,33,Brazil,81,81,Borussia Mönchengladbach,11000000.0,41000.0,2.0,4.0,4.0,1.0,ST,"Jul 1, 2013",2019,175.26,68.93424036281178,66.0,18700000.0,0.0,0,3,2,86.0,40.25,10.8,80.0,74.42857142857143,76.16666666666667,81.5,70.0,63.0
411,Joaquín,36,Spain,81,81,Real Betis,6000000.0,24000.0,2.0,3.0,4.0,2.0,ST,"Sep 1, 2015",2020,177.8,74.82993197278911,53.0,12600000.0,0.0,0,3,2,84.0,39.0,10.0,79.75,65.0,78.0,82.5,67.0,59.0
412,M. Gómez,21,Uruguay,80,85,RC Celta,20500000.0,25000.0,1.0,3.0,3.0,3.0,ST,"Jul 1, 2017",2022,185.42,83.90022675736961,65.0,44600000.0,0.0,5,1,2,76.5,24.75,9.2,66.5,66.28571428571429,71.33333333333333,71.5,63.0,81.0
423,M. Marega,27,Mali,80,80,FC Porto,16000000.0,19000.0,2.0,3.0,2.0,3.0,ST,"Jan 25, 2016",2021,185.42,82.99319727891157,88.0,32000000.0,0.0,0,3,2,63.5,34.75,11.2,63.5,74.14285714285714,67.66666666666667,74.5,87.5,81.0
430,Mariano,24,Dominican Republic,80,85,Real Madrid,20000000.0,140000.0,1.0,4.0,3.0,2.0,ST,"Aug 29, 2018",2023,180.34,76.19047619047619,86.0,42500000.0,0.0,5,3,2,73.5,40.0,11.0,60.0,79.0,79.16666666666667,71.0,84.5,82.0
441,Santi Mina,22,Spain,80,85,Valencia CF,20000000.0,40000.0,1.0,4.0,3.0,2.0,ST,"Jul 4, 2015",2021,180.34,77.09750566893423,69.0,43500000.0,0.0,5,3,2,80.5,48.75,10.8,69.25,74.85714285714286,70.83333333333333,73.5,79.0,76.0
456,S. Haller,24,France,80,83,Eintracht Frankfurt,19000000.0,41000.0,1.0,2.0,3.0,2.0,ST,"Jul 1, 2017",2021,190.5,91.156462585034,74.0,33700000.0,0.0,3,3,2,75.5,40.75,8.0,56.0,74.28571428571429,68.5,78.0,72.0,80.0
460,M. Batshuayi,24,Belgium,80,84,Valencia CF,19500000.0,105000.0,2.0,5.0,4.0,2.0,ST,,"Jun 30, 2019",185.42,78.0045351473923,63.0,,0.0,4,2,1,79.0,27.0,11.4,62.5,76.42857142857143,69.5,73.0,76.5,75.0
461,E. Zahavi,30,Israel,80,80,Guangzhou R&F; FC,14500000.0,24000.0,1.0,4.0,4.0,2.0,ST,"Jul 1, 2016",2020,182.88,71.20181405895691,68.0,31200000.0,0.0,0,3,1,82.0,35.75,12.4,71.0,75.42857142857143,75.83333333333333,81.5,72.5,68.0
469,Deulofeu,24,Spain,80,82,Watford,18500000.0,56000.0,3.0,4.0,4.0,2.0,ST,"Jun 11, 2018",2023,177.8,73.01587301587301,40.0,36500000.0,0.0,2,3,1,87.0,27.75,12.8,70.75,73.57142857142857,74.16666666666667,76.5,88.5,40.0
476,M. Uth,26,Germany,80,81,FC Schalke 04,17500000.0,42000.0,1.0,3.0,3.0,1.0,ST,"Jul 1, 2018",2022,185.42,72.10884353741497,61.0,31100000.0,1.0,1,2,3,78.0,32.75,9.6,70.25,74.42857142857143,74.16666666666667,77.0,76.5,69.0
479,L. Muriel,27,Colombia,80,81,Sevilla FC,17500000.0,24000.0,2.0,4.0,4.0,3.0,ST,"Jul 11, 2017",2022,177.8,78.91156462585032,50.0,38100000.0,0.0,1,3,2,84.0,22.0,9.6,66.75,76.42857142857143,72.33333333333333,77.0,87.5,65.0
480,V. Aboubakar,26,Cameroon,80,82,FC Porto,18000000.0,19000.0,3.0,3.0,5.0,2.0,ST,"Aug 24, 2014",2021,182.88,82.08616780045352,77.0,37400000.0,0.0,2,3,2,80.5,29.75,8.4,70.25,77.71428571428571,76.5,80.5,79.5,77.0
485,Sergi Enrich,28,Spain,80,80,SD Eibar,15500000.0,34000.0,2.0,4.0,3.0,3.0,ST,"Jul 12, 2015",2019,180.34,77.09750566893423,66.0,32600000.0,0.0,0,3,3,78.0,37.5,8.8,73.0,76.0,65.5,78.0,62.5,81.0
499,L. de Jong,27,Netherlands,80,80,PSV,16000000.0,23000.0,2.0,3.0,2.0,2.0,ST,"Jul 12, 2014",2021,187.96,86.16780045351473,52.0,22400000.0,0.0,0,2,3,71.0,40.5,10.6,72.25,74.71428571428571,70.83333333333333,76.5,55.0,93.0
511,C. Stuani,31,Uruguay,80,80,Girona FC,13500000.0,41000.0,1.0,3.0,4.0,1.0,ST,"Jul 21, 2017",2020,185.42,72.10884353741497,81.0,28400000.0,0.0,0,2,1,78.5,43.0,12.6,70.25,75.28571428571429,72.83333333333333,75.5,69.5,87.0
518,Alexandre Pato,28,Brazil,80,80,Tianjin Quanjian FC,15500000.0,35000.0,3.0,3.0,4.0,2.0,ST,"Sep 28, 2017",2019,180.34,81.17913832199547,63.0,33300000.0,0.0,0,3,1,80.5,26.5,11.8,67.75,74.42857142857143,75.66666666666667,72.5,84.5,69.0
523,K. Gameiro,31,France,80,80,Valencia CF,13500000.0,45000.0,3.0,3.0,3.0,2.0,ST,"Aug 13, 2018",2021,172.72,69.84126984126982,66.0,28400000.0,0.0,0,2,2,77.0,40.0,7.6,74.75,77.71428571428571,76.66666666666667,80.0,85.5,67.0
529,D. Sturridge,28,England,80,80,Liverpool,15500000.0,125000.0,3.0,2.0,4.0,2.0,ST,"Jan 2, 2013",2019,180.34,76.19047619047619,60.0,29500000.0,1.0,0,2,1,79.5,17.25,9.8,67.25,69.71428571428571,74.83333333333333,77.5,75.0,70.0
539,A. Gignac,32,France,80,80,Tigres U.A.N.L.,12000000.0,70000.0,3.0,3.0,3.0,3.0,ST,"Jun 18, 2015",2019,187.96,91.156462585034,80.0,19200000.0,0.0,0,2,2,73.0,37.0,12.2,72.0,72.42857142857143,78.5,76.0,70.5,78.0
540,M. Gómez,32,Germany,80,80,VfB Stuttgart,12000000.0,46000.0,3.0,4.0,3.0,2.0,ST,"Jan 1, 2018",2020,187.96,88.8888888888889,73.0,20400000.0,0.0,0,3,2,71.5,27.75,9.2,63.25,71.0,68.33333333333333,72.5,64.5,82.0
552,W. Rooney,32,England,80,80,DC United,12000000.0,13000.0,4.0,4.0,3.0,3.0,ST,"Jul 10, 2018",2021,175.26,82.99319727891157,81.0,18000000.0,0.0,0,2,3,77.0,52.0,9.8,80.75,76.71428571428571,82.16666666666667,81.0,65.0,75.0
553,Fernando Torres,34,Spain,80,80,Sagan Tosu,8000000.0,10000.0,3.0,4.0,3.0,2.0,ST,"Jul 16, 2018",2019,185.42,78.91156462585032,62.0,10000000.0,0.0,0,2,2,79.5,24.75,10.8,69.75,67.14285714285714,74.83333333333333,78.0,74.5,77.0
560,Richarlison,21,Brazil,79,86,Everton,18000000.0,79000.0,1.0,5.0,4.0,2.0,ST,"Jul 24, 2018",2023,180.34,69.84126984126982,82.0,37800000.0,0.0,7,3,3,81.5,40.25,10.2,66.75,77.28571428571429,71.33333333333333,75.0,84.0,75.0
561,L. Martínez,20,Argentina,79,86,Inter,18000000.0,54000.0,1.0,4.0,4.0,2.0,ST,"Jul 5, 2018",2023,175.26,78.91156462585032,74.0,34200000.0,0.0,7,3,2,78.5,31.0,9.6,59.0,77.57142857142857,65.33333333333333,75.5,82.5,79.0
563,Luimo Boas Santos,30,Brazil,79,79,Santos,12000000.0,26000.0,1.0,4.0,4.0,2.0,ST,"Jan 1, 2018",2021,175.26,73.01587301587301,43.0,22800000.0,0.0,0,3,2,80.0,21.5,9.6,62.0,76.57142857142857,74.83333333333333,78.5,84.0,73.0
569,André Silva,22,Portugal,79,87,Sevilla FC,19000000.0,84000.0,2.0,3.0,4.0,2.0,ST,,"Jun 30, 2019",185.42,78.91156462585032,76.0,,0.0,8,3,2,78.0,39.5,10.6,66.25,76.57142857142857,66.66666666666667,75.5,80.0,77.0
580,K. Toko-Ekambi,25,Cameroon,79,80,Villarreal CF,15000000.0,38000.0,2.0,4.0,3.0,1.0,ST,"Jul 2, 2018",2023,185.42,73.92290249433107,43.0,32600000.0,0.0,1,3,2,80.0,21.75,11.2,68.25,75.14285714285714,70.83333333333333,72.5,83.5,74.0
586,A. Sanabria,22,Paraguay,79,85,Real Betis,17500000.0,27000.0,1.0,4.0,4.0,2.0,ST,"Jul 15, 2016",2021,180.34,73.92290249433107,32.0,40300000.0,0.0,6,3,2,82.5,26.5,11.6,67.75,74.71428571428571,71.16666666666667,77.5,78.0,77.0
588,M. Philipp,24,Germany,79,84,Borussia Dortmund,17000000.0,53000.0,2.0,4.0,4.0,1.0,ST,"Jul 1, 2017",2022,182.88,78.91156462585032,55.0,30200000.0,0.0,5,3,2,83.5,41.25,9.8,71.5,71.28571428571429,75.0,76.5,81.5,54.0
589,A. Saint-Maximin,21,France,79,86,OGC Nice,18000000.0,31000.0,2.0,4.0,4.0,2.0,ST,"Aug 7, 2017",2020,172.72,67.12018140589569,36.0,37800000.0,0.0,7,3,1,84.0,19.75,9.0,66.25,76.85714285714286,63.83333333333334,72.0,92.0,53.0
591,L. Alario,25,Argentina,79,82,Bayer 04 Leverkusen,16000000.0,67000.0,2.0,3.0,3.0,2.0,ST,"Aug 31, 2017",2022,182.88,78.0045351473923,72.0,28400000.0,0.0,3,3,2,77.0,22.75,12.0,60.25,75.28571428571429,64.66666666666667,75.0,72.0,81.0
592,D. Benedetto,28,Argentina,79,79,Boca Juniors,13000000.0,32000.0,2.0,5.0,3.0,2.0,ST,"Jul 1, 2016",2021,177.8,79.81859410430839,66.0,18200000.0,0.0,0,3,1,72.5,32.0,11.0,66.0,77.14285714285714,74.33333333333333,75.5,81.0,76.0
608,Roger,27,Spain,79,80,Levante UD,14500000.0,32000.0,2.0,3.0,3.0,2.0,ST,"Jul 1, 2011",2023,177.8,73.92290249433107,65.0,31500000.0,0.0,1,3,2,76.0,36.5,13.0,67.0,74.57142857142857,68.0,74.0,78.5,72.0
621,Zé Luís,27,Cape Verde,79,80,Spartak Moscow,14500000.0,1000.0,1.0,4.0,4.0,2.0,ST,"Jul 7, 2015",2021,182.88,87.98185941043086,76.0,31500000.0,1.0,1,2,2,80.5,27.0,11.8,57.75,74.28571428571429,68.66666666666667,76.5,80.5,83.0
648,Sergio León,29,Spain,79,79,Real Betis,12500000.0,32000.0,2.0,4.0,4.0,2.0,ST,"Jul 1, 2017",2021,177.8,73.01587301587301,71.0,26300000.0,0.0,0,3,2,77.5,36.0,9.8,57.0,75.57142857142857,75.16666666666667,70.5,75.5,76.0
653,C. Wilson,26,England,79,81,Bournemouth,15500000.0,77000.0,1.0,3.0,4.0,2.0,ST,"Jul 4, 2014",2022,180.34,66.21315192743764,73.0,30600000.0,0.0,2,3,2,75.5,33.25,9.8,63.0,73.14285714285714,68.0,76.5,88.0,73.0
659,C. Tosun,27,Turkey,79,80,Everton,14500000.0,105000.0,2.0,4.0,3.0,2.0,ST,"Jan 5, 2018",2022,182.88,78.0045351473923,75.0,28600000.0,0.0,1,3,2,76.5,28.25,11.8,67.5,74.71428571428571,77.33333333333333,71.0,73.5,82.0
661,Kike García,28,Spain,79,79,SD Eibar,13000000.0,32000.0,1.0,4.0,3.0,2.0,ST,"Feb 3, 2016",2021,185.42,78.91156462585032,71.0,27300000.0,0.0,0,2,2,77.5,31.75,10.0,63.25,68.71428571428571,65.83333333333333,72.0,68.0,80.0
