,name,age,nationality,overall,potential,club,value,wage,international reputation,weak foot,skill moves,body type,position,joined,contract valid until,height,weight,aggression,release clause,preferred foot = left,improvement,attacking rate,defensive rate,control,defending,gk,passing,physical,shooting,skill,speed,heading
83,Saúl,23,Spain,85,90,Atlético Madrid,50500000.0,77000.0,3.0,4.0,3.0,1.0,CM,"Jul 1, 2013",2026,182.88,77.09750566893423,69.0,107300000.0,1.0,5,3,3,84.0,77.5,10.2,78.25,78.85714285714286,70.33333333333333,82.0,73.5,83.0
90,Parejo,29,Spain,85,85,Valencia CF,37000000.0,66000.0,2.0,4.0,3.0,1.0,CM,"Jul 1, 2011",2020,182.88,73.92290249433107,58.0,77700000.0,0.0,0,2,1,81.0,69.5,9.6,83.25,70.71428571428571,83.5,83.5,47.0,61.0
99,S. Khedira,31,Germany,85,85,Juventus,33000000.0,160000.0,3.0,4.0,2.0,2.0,CM,"Jul 1, 2015",2021,187.96,89.79591836734693,82.0,54500000.0,0.0,0,3,3,82.5,81.25,9.6,79.25,73.28571428571429,72.83333333333333,80.5,57.0,76.0
114,Bruno Fernandes,23,Portugal,84,88,Sporting CP,40500000.0,22000.0,2.0,3.0,4.0,1.0,CM,"Jul 1, 2017",2023,177.8,68.93424036281178,65.0,84000000.0,0.0,4,3,2,84.0,63.0,12.6,83.75,78.57142857142857,82.5,82.5,77.5,58.0
117,D. Alli,22,England,84,90,Tottenham Hotspur,42500000.0,115000.0,3.0,3.0,4.0,1.0,CM,"Feb 2, 2015",2024,187.96,79.81859410430839,84.0,87100000.0,0.0,6,3,3,84.0,69.25,8.2,78.25,76.71428571428571,76.33333333333333,85.5,74.5,77.0
121,Jorginho,26,Italy,84,87,Chelsea,38000000.0,155000.0,2.0,3.0,3.0,1.0,CM,"Jul 16, 2018",2023,180.34,67.12018140589569,79.0,73200000.0,0.0,3,2,2,83.5,72.25,11.2,80.5,74.0,70.83333333333333,79.5,72.0,56.0
136,I. Gündoğan,27,Germany,84,84,Manchester City,32000000.0,175000.0,3.0,4.0,4.0,2.0,CM,"Jul 1, 2016",2020,180.34,79.81859410430839,70.0,59200000.0,0.0,0,3,2,85.5,70.5,9.6,80.0,75.71428571428571,75.66666666666667,82.5,67.5,50.0
143,A. Witsel,29,Belgium,84,84,Borussia Dortmund,24000000.0,77000.0,3.0,4.0,4.0,1.0,CM,"Aug 17, 2018",2022,187.96,81.17913832199547,82.0,40800000.0,0.0,0,2,2,81.0,81.0,7.2,78.5,79.28571428571429,73.5,77.0,70.5,80.0
161,N. Keïta,23,Guinea,83,88,Liverpool,34000000.0,120000.0,2.0,4.0,4.0,1.0,CM,"Jul 1, 2018",2023,172.72,63.94557823129252,78.0,67200000.0,0.0,5,3,2,88.0,66.5,11.8,74.75,76.14285714285714,69.16666666666667,77.5,69.0,42.0
162,C. Tolisso,23,France,83,88,FC Bayern München,34000000.0,85000.0,2.0,3.0,3.0,2.0,CM,"Jul 1, 2017",2022,180.34,81.17913832199547,81.0,58700000.0,0.0,5,3,2,79.0,75.0,10.8,74.75,80.0,74.5,79.5,70.5,82.0
168,A. Rabiot,23,France,83,87,Paris Saint-Germain,33000000.0,91000.0,2.0,3.0,3.0,1.0,CM,"Jul 1, 2012",2019,193.04,79.81859410430839,76.0,63500000.0,1.0,4,3,2,81.0,76.5,10.4,77.5,78.71428571428571,71.5,78.0,73.5,77.0
169,L. Goretzka,23,Germany,83,88,FC Bayern München,34000000.0,85000.0,3.0,4.0,3.0,1.0,CM,"Jul 1, 2018",2022,187.96,78.91156462585032,80.0,58700000.0,0.0,5,3,3,82.0,77.5,11.2,76.5,76.0,73.0,79.5,81.5,75.0
176,M. Kovačić,24,Croatia,83,89,Chelsea,35000000.0,165000.0,3.0,4.0,4.0,2.0,CM,,"Jun 30, 2019",175.26,78.0045351473923,77.0,,0.0,6,3,3,88.5,71.25,6.8,79.5,74.0,70.16666666666667,78.5,79.0,42.0
178,Manu Trigueros,26,Spain,83,84,Villarreal CF,30000000.0,49000.0,2.0,4.0,4.0,1.0,CM,"Jul 1, 2011",2022,177.8,74.82993197278911,71.0,65300000.0,0.0,1,2,2,81.5,68.0,10.0,76.0,74.28571428571429,74.33333333333333,80.5,66.5,74.0
184,J. Draxler,24,Germany,83,86,Paris Saint-Germain,32500000.0,91000.0,3.0,5.0,4.0,1.0,CM,"Jan 3, 2017",2021,187.96,77.09750566893423,48.0,62600000.0,0.0,3,2,2,88.5,53.25,10.0,82.5,75.85714285714286,77.16666666666667,81.5,77.5,65.0
190,Allan,27,Brazil,83,83,Napoli,26500000.0,87000.0,2.0,3.0,4.0,2.0,CM,"Jul 22, 2015",2023,175.26,73.92290249433107,87.0,45100000.0,0.0,0,2,3,81.0,84.75,8.8,72.0,81.28571428571429,62.5,79.0,77.5,59.0
194,Pizzi,28,Portugal,83,83,SL Benfica,25500000.0,22000.0,3.0,4.0,3.0,1.0,CM,"Jul 30, 2013",2022,177.8,72.10884353741497,68.0,51000000.0,0.0,0,3,2,81.0,63.5,12.4,80.75,76.0,77.33333333333333,84.5,77.5,45.0
195,K. Kampl,27,Slovenia,83,83,RB Leipzig,26500000.0,74000.0,2.0,4.0,3.0,1.0,CM,"Aug 31, 2017",2021,177.8,67.12018140589569,64.0,45100000.0,0.0,0,3,3,85.0,65.75,10.6,75.75,77.14285714285714,70.33333333333333,77.5,77.5,34.0
205,Oscar,26,Brazil,83,84,Shanghai SIPG FC,30500000.0,29000.0,3.0,3.0,4.0,1.0,CM,"Jan 1, 2017",2020,177.8,66.21315192743764,43.0,69400000.0,0.0,1,2,2,81.0,52.5,12.2,76.25,71.42857142857143,75.5,81.0,73.5,54.0
219,Cesc Fàbregas,31,Spain,83,83,Chelsea,22000000.0,140000.0,4.0,3.0,3.0,2.0,CM,"Jul 1, 2014",2019,177.8,77.09750566893423,45.0,40700000.0,0.0,0,3,2,82.0,57.75,10.8,86.25,70.0,76.0,81.5,55.0,74.0
220,M. Dembélé,30,Belgium,83,83,Tottenham Hotspur,24000000.0,120000.0,3.0,2.0,4.0,2.0,CM,"Aug 1, 2012",2019,185.42,82.08616780045352,79.0,44400000.0,1.0,0,2,2,89.0,77.25,14.2,76.0,80.28571428571429,66.66666666666667,75.0,72.0,70.0
227,Rodri,22,Spain,82,87,Atlético Madrid,29000000.0,59000.0,1.0,3.0,4.0,1.0,CM,"Jul 1, 2018",2023,190.5,82.08616780045352,63.0,61600000.0,0.0,5,2,3,79.5,76.25,9.8,71.25,75.42857142857143,62.5,79.0,68.0,75.0
228,Arthur,21,Brazil,82,90,FC Barcelona,32500000.0,125000.0,1.0,3.0,4.0,2.0,CM,"Jul 9, 2018",2024,170.18,73.01587301587301,73.0,73100000.0,0.0,8,2,2,82.5,71.5,11.0,74.5,79.0,69.83333333333333,79.5,69.0,58.0
230,Rosberto Dourado,30,Brazil,82,82,Atlético Mineiro,16500000.0,46000.0,1.0,4.0,2.0,1.0,CM,"Jan 1, 2018",2018,175.26,69.84126984126982,75.0,31400000.0,0.0,0,3,2,76.5,82.75,12.4,69.5,73.85714285714286,60.0,67.5,80.5,70.0
235,L. Torreira,22,Uruguay,82,87,Arsenal,25000000.0,98000.0,2.0,3.0,3.0,2.0,CM,"Jul 12, 2018",2023,167.64,63.94557823129252,85.0,49400000.0,0.0,5,2,3,79.5,82.5,7.8,74.75,76.57142857142857,65.33333333333333,69.5,77.5,55.0
240,A. Kramarić,27,Croatia,82,83,TSG 1899 Hoffenheim,26000000.0,54000.0,2.0,4.0,4.0,2.0,CM,"Jan 16, 2015",2022,177.8,73.01587301587301,73.0,46200000.0,0.0,1,2,2,86.5,25.5,11.6,72.75,76.71428571428571,81.5,75.0,75.0,69.0
242,Dani García,28,Spain,82,83,Athletic Club de Bilbao,20000000.0,33000.0,2.0,3.0,3.0,3.0,CM,"Jul 2, 2018",2022,180.34,79.81859410430839,88.0,43500000.0,0.0,1,2,3,73.5,78.0,10.2,68.5,72.85714285714286,59.83333333333334,68.0,44.0,46.0
250,Fred,25,Brazil,82,84,Manchester United,26500000.0,140000.0,1.0,4.0,4.0,1.0,CM,"Jun 21, 2018",2023,170.18,63.94557823129252,73.0,51000000.0,1.0,2,3,3,82.5,75.75,12.8,75.5,80.85714285714286,72.16666666666667,72.5,78.0,55.0
255,F. Vázquez,29,Argentina,82,82,Sevilla FC,21500000.0,27000.0,2.0,3.0,4.0,2.0,CM,"Jul 16, 2016",2021,185.42,82.08616780045352,78.0,45200000.0,1.0,0,2,3,86.5,44.25,11.6,79.0,64.28571428571429,74.66666666666667,80.5,60.0,68.0
262,G. Kondogbia,25,Central African Rep.,82,85,Valencia CF,27500000.0,46000.0,2.0,2.0,4.0,1.0,CM,"Jul 2, 2018",2022,187.96,79.81859410430839,86.0,59800000.0,1.0,3,3,2,80.0,82.0,10.6,71.0,81.14285714285714,66.33333333333333,78.0,72.5,75.0
269,Pablo Sarabia,26,Spain,82,83,Sevilla FC,26000000.0,26000.0,2.0,4.0,4.0,2.0,CM,"Jul 1, 2016",2020,175.26,69.84126984126982,46.0,56600000.0,1.0,1,3,2,85.0,50.5,11.6,77.5,68.85714285714286,76.33333333333333,81.5,75.5,61.0
278,T. Delaney,26,Denmark,82,83,Borussia Dortmund,21500000.0,61000.0,2.0,4.0,3.0,2.0,CM,"Jul 1, 2018",2022,182.88,78.91156462585032,84.0,38200000.0,1.0,1,3,3,75.0,82.0,12.0,72.25,81.28571428571429,70.5,76.0,77.0,83.0
280,M. Götze,26,Germany,82,85,Borussia Dortmund,27000000.0,67000.0,4.0,4.0,4.0,2.0,CM,"Aug 1, 2016",2020,175.26,74.82993197278911,58.0,47900000.0,0.0,3,2,2,87.0,59.5,9.8,83.25,77.0,73.16666666666667,83.5,69.0,51.0
284,G. Bonaventura,28,Italy,82,82,Milan,22000000.0,115000.0,3.0,3.0,4.0,1.0,CM,"Sep 1, 2014",2020,180.34,74.82993197278911,68.0,37400000.0,0.0,0,3,2,84.0,71.5,12.0,81.0,76.71428571428571,77.33333333333333,80.0,76.0,70.0
296,J. Henderson,28,England,82,82,Liverpool,18000000.0,125000.0,2.0,3.0,3.0,2.0,CM,"Jun 9, 2011",2020,182.88,79.81859410430839,77.0,34200000.0,0.0,0,2,3,76.5,78.0,9.8,80.25,77.14285714285714,72.16666666666667,79.0,66.5,65.0
306,A. Guardado,31,Mexico,82,82,Real Betis,19000000.0,35000.0,3.0,2.0,4.0,1.0,CM,"Jul 7, 2017",2020,170.18,67.12018140589569,72.0,39900000.0,1.0,0,2,2,82.0,74.0,9.6,77.5,77.42857142857143,72.5,76.5,73.5,55.0
328,Dani Ceballos,21,Spain,81,88,Real Madrid,25000000.0,120000.0,1.0,3.0,4.0,2.0,CM,"Jul 14, 2017",2023,177.8,69.84126984126982,76.0,56300000.0,0.0,7,2,2,85.0,71.75,12.6,74.75,72.85714285714286,65.66666666666667,79.5,70.0,41.0
340,P. Zieliński,24,Poland,81,88,Napoli,24500000.0,64000.0,3.0,5.0,4.0,1.0,CM,"Aug 9, 2016",2021,180.34,74.82993197278911,56.0,46600000.0,0.0,7,2,2,84.5,71.75,10.0,77.0,69.42857142857143,69.5,79.5,83.0,52.0
374,Ander Herrera,28,Spain,81,81,Manchester United,17500000.0,140000.0,3.0,4.0,3.0,1.0,CM,"Jun 26, 2014",2019,182.88,69.84126984126982,86.0,32400000.0,0.0,0,3,3,79.5,80.25,10.6,75.25,76.85714285714286,73.16666666666667,78.0,71.5,58.0
378,Hulk,31,Brazil,81,81,Shanghai SIPG FC,15500000.0,25000.0,4.0,3.0,4.0,3.0,CM,"Jul 1, 2017",2020,180.34,84.80725623582768,83.0,34100000.0,1.0,0,3,2,80.5,41.75,9.2,74.75,76.0,83.66666666666667,78.5,80.5,69.0
391,K. Boateng,31,Ghana,81,81,Sassuolo,15000000.0,65000.0,3.0,4.0,4.0,2.0,CM,"Jul 5, 2018",2021,185.42,86.16780045351473,83.0,25500000.0,0.0,0,3,2,81.5,70.5,10.8,79.5,75.42857142857143,76.5,78.5,66.0,74.0
398,Renato Augusto,30,Brazil,81,81,Beijing Sinobo Guoan FC,16500000.0,28000.0,2.0,4.0,3.0,2.0,CM,"Jan 8, 2016",2021,185.42,86.16780045351473,58.0,36300000.0,0.0,0,2,2,81.5,71.0,11.2,78.5,69.57142857142857,75.0,78.0,66.5,57.0
401,João Moutinho,31,Portugal,81,81,Wolverhampton Wanderers,15000000.0,85000.0,3.0,4.0,3.0,2.0,CM,"Jul 24, 2018",2020,170.18,60.770975056689345,74.0,28500000.0,0.0,0,3,2,80.5,70.0,13.8,79.25,77.0,76.83333333333333,77.0,62.5,70.0
406,H. Herrera,28,Mexico,81,81,FC Porto,17500000.0,20000.0,3.0,4.0,3.0,2.0,CM,"Jul 1, 2013",2019,182.88,72.10884353741497,83.0,35000000.0,0.0,0,3,3,77.0,77.75,10.8,68.75,74.57142857142857,70.16666666666667,79.0,72.0,59.0
409,J. Milner,32,England,81,81,Liverpool,13500000.0,120000.0,2.0,4.0,3.0,3.0,CM,"Jul 1, 2015",2020,175.26,69.84126984126982,82.0,25700000.0,0.0,0,3,3,77.5,78.0,1.0,81.75,76.57142857142857,75.5,75.5,62.5,66.0
414,T. Ndombele,21,France,80,89,Olympique Lyonnais,22500000.0,51000.0,1.0,3.0,4.0,2.0,CM,"Jul 1, 2018",2023,180.34,76.19047619047619,81.0,47300000.0,0.0,9,3,3,85.0,71.0,9.2,71.75,78.28571428571429,66.5,74.5,80.0,56.0
427,G. Lo Celso,22,Argentina,80,86,Real Betis,20000000.0,72000.0,1.0,3.0,3.0,2.0,CM,,"Jun 30, 2019",175.26,69.84126984126982,65.0,,1.0,6,3,2,81.5,65.0,11.2,76.25,75.57142857142857,73.5,79.5,73.5,59.0
429,Rúben Neves,21,Portugal,80,87,Wolverhampton Wanderers,20500000.0,59000.0,2.0,3.0,3.0,2.0,CM,"Jul 8, 2017",2023,180.34,79.81859410430839,82.0,43100000.0,0.0,7,2,2,76.5,71.75,11.2,79.5,73.0,75.16666666666667,72.0,64.0,51.0
434,T. Bakayoko,23,France,80,85,Milan,17000000.0,85000.0,2.0,3.0,3.0,1.0,CM,,"Jun 30, 2019",187.96,84.80725623582768,87.0,,0.0,5,2,2,76.5,79.25,12.2,61.0,71.71428571428571,48.66666666666666,66.5,68.0,71.0
435,M. Dahoud,22,Germany,80,86,Borussia Dortmund,20000000.0,50000.0,2.0,4.0,4.0,1.0,CM,"Jul 1, 2017",2022,177.8,68.02721088435375,68.0,38000000.0,0.0,6,3,3,84.0,67.75,10.6,71.75,76.14285714285714,66.16666666666667,73.5,72.5,43.0
442,K. Demirbay,24,Germany,80,84,TSG 1899 Hoffenheim,19500000.0,37000.0,2.0,4.0,4.0,1.0,CM,"Jul 13, 2016",2022,182.88,72.10884353741497,69.0,34600000.0,1.0,4,2,2,83.0,58.5,13.6,73.25,75.0,76.16666666666667,79.5,67.0,46.0
448,E. Can,24,Germany,80,85,Juventus,19500000.0,91000.0,2.0,4.0,3.0,2.0,CM,"Jul 1, 2018",2022,182.88,82.08616780045352,85.0,33600000.0,0.0,5,3,3,78.5,81.0,10.8,73.0,77.14285714285714,68.16666666666667,76.0,71.0,72.0
452,L. Paredes,24,Argentina,80,85,,0.0,0.0,2.0,4.0,4.0,2.0,CM,,,180.34,74.82993197278911,79.0,,0.0,5,2,2,80.0,73.0,9.6,78.75,73.0,71.83333333333333,78.0,72.0,60.0
481,A. Oxlade-Chamberlain,24,England,80,85,Liverpool,19500000.0,94000.0,2.0,4.0,4.0,3.0,CM,"Aug 31, 2017",2022,175.26,69.84126984126982,77.0,38500000.0,0.0,5,3,3,84.0,68.75,9.8,72.75,78.14285714285714,71.16666666666667,80.0,84.5,39.0
497,Canales,27,Spain,80,80,Real Betis,15500000.0,30000.0,2.0,3.0,3.0,1.0,CM,"Jul 3, 2018",2022,180.34,73.92290249433107,55.0,32600000.0,1.0,0,3,2,80.5,37.25,13.6,74.0,61.28571428571429,75.33333333333333,81.5,64.5,38.0
513,Bruno,34,Spain,80,80,Villarreal CF,7000000.0,39000.0,3.0,3.0,3.0,2.0,CM,"Jul 1, 2005",2020,182.88,73.01587301587301,76.0,14700000.0,1.0,0,2,3,76.0,79.75,10.2,69.25,64.28571428571429,74.33333333333333,77.0,32.5,61.0
515,A. Lallana,30,England,80,80,Liverpool,13500000.0,110000.0,3.0,5.0,4.0,1.0,CM,"Jul 1, 2014",2021,177.8,73.01587301587301,76.0,25700000.0,0.0,0,3,3,84.5,62.75,10.8,76.5,74.0,71.33333333333333,79.0,69.5,67.0
521,Beñat,31,Spain,80,80,Athletic Club de Bilbao,12500000.0,30000.0,2.0,3.0,3.0,2.0,CM,"Jun 26, 2013",2020,177.8,76.19047619047619,74.0,26300000.0,0.0,0,2,2,76.0,67.75,11.8,76.75,71.42857142857143,78.0,80.5,52.5,47.0
531,S. Defour,30,Belgium,80,80,Burnley,13500000.0,65000.0,2.0,3.0,3.0,2.0,CM,"Aug 16, 2016",2019,175.26,72.10884353741497,81.0,25700000.0,0.0,0,2,2,79.0,77.0,10.6,76.5,75.28571428571429,73.83333333333333,76.5,64.5,62.0
545,Santi Cazorla,33,Spain,80,80,Villarreal CF,8500000.0,39000.0,3.0,5.0,5.0,3.0,CM,"Aug 6, 2018",2019,167.64,66.21315192743764,64.0,17900000.0,0.0,0,3,1,85.0,58.25,8.4,81.5,68.57142857142857,78.0,81.0,55.0,58.0
559,A. Harit,21,Morocco,79,86,FC Schalke 04,18000000.0,27000.0,2.0,4.0,5.0,1.0,CM,"Jul 10, 2017",2021,180.34,67.12018140589569,46.0,34200000.0,0.0,7,3,2,85.0,41.25,11.4,71.5,68.85714285714286,62.5,75.0,82.0,46.0
562,F. Kessié,21,Ivory Coast,79,88,Milan,19500000.0,24000.0,2.0,4.0,3.0,2.0,CM,,"Jun 30, 2019",182.88,76.19047619047619,86.0,,0.0,9,3,3,78.5,78.0,10.8,70.0,80.14285714285714,68.66666666666667,73.5,74.0,68.0
565,Melvin Parrela,30,Brazil,79,79,América FC (Minas Gerais),9500000.0,20000.0,1.0,3.0,2.0,2.0,CM,"Jan 1, 2018",2021,187.96,87.98185941043086,84.0,18100000.0,0.0,0,2,2,73.0,78.75,11.0,67.25,75.28571428571429,69.5,69.5,70.0,83.0
587,R. Battaglia,26,Argentina,79,80,Sporting CP,14500000.0,17000.0,1.0,4.0,3.0,2.0,CM,"Jul 1, 2017",2023,187.96,78.91156462585032,88.0,30100000.0,0.0,1,2,2,75.0,81.0,7.8,63.25,74.0,63.16666666666666,74.0,68.0,68.0
594,J. Gbamin,22,Ivory Coast,79,84,1. FSV Mainz 05,14500000.0,26000.0,1.0,3.0,3.0,2.0,CM,"Jul 13, 2016",2023,185.42,82.99319727891157,85.0,27200000.0,0.0,5,2,3,75.0,77.25,11.2,66.5,75.0,58.5,67.5,80.5,71.0
595,J. Lerma,23,Colombia,79,84,Bournemouth,14500000.0,55000.0,1.0,4.0,3.0,1.0,CM,"Aug 7, 2018",2023,177.8,69.84126984126982,83.0,28600000.0,0.0,5,2,3,73.0,80.0,11.4,68.5,76.57142857142857,67.0,63.0,75.0,65.0
610,L. Milivojević,27,Serbia,79,81,Crystal Palace,12500000.0,56000.0,1.0,2.0,2.0,2.0,CM,"Feb 1, 2017",2020,185.42,79.81859410430839,88.0,24700000.0,0.0,2,2,3,68.0,76.25,11.2,67.5,70.85714285714286,73.5,69.5,56.0,75.0
613,Denis Suárez,24,Spain,79,86,FC Barcelona,17500000.0,120000.0,2.0,3.0,3.0,1.0,CM,"Jul 4, 2016",2020,175.26,68.93424036281178,47.0,39400000.0,0.0,7,2,2,83.5,58.0,9.6,76.25,71.0,72.5,78.5,77.0,44.0
622,D. Klaassen,25,Netherlands,79,81,SV Werder Bremen,15000000.0,32000.0,2.0,3.0,3.0,2.0,CM,"Jul 27, 2018",2022,177.8,69.84126984126982,77.0,26600000.0,0.0,2,3,3,76.0,65.75,11.4,75.25,73.71428571428571,68.83333333333333,79.0,67.5,74.0
625,Sergi Darder,24,Spain,79,83,RCD Espanyol,16000000.0,29000.0,2.0,3.0,4.0,1.0,CM,"Jul 10, 2018",2023,180.34,71.20181405895691,71.0,34800000.0,0.0,4,2,1,78.5,67.0,8.6,71.75,70.71428571428571,64.0,79.0,51.5,52.0
641,M. van Ginkel,25,Netherlands,79,80,Chelsea,14500000.0,98000.0,2.0,4.0,3.0,1.0,CM,"Jul 5, 2013",2020,185.42,82.08616780045352,69.0,27900000.0,0.0,1,3,3,77.5,68.75,11.6,76.75,73.14285714285714,75.0,77.5,65.5,74.0
651,Sérgio Oliveira,26,Portugal,79,82,FC Porto,15500000.0,17000.0,1.0,3.0,3.0,2.0,CM,"Jul 1, 2015",2021,180.34,72.10884353741497,70.0,32200000.000000004,0.0,3,2,2,78.5,64.5,10.0,77.25,68.28571428571429,78.0,76.5,59.0,64.0
671,J. Wilshere,26,England,79,81,West Ham United,15000000.0,83000.0,3.0,2.0,3.0,2.0,CM,"Jul 9, 2018",2021,172.72,68.02721088435375,81.0,29600000.0,1.0,2,2,2,81.5,63.0,11.2,75.25,72.71428571428571,70.16666666666667,79.0,65.5,58.0
674,F. Coquelin,27,France,79,80,Valencia CF,12000000.0,36000.0,2.0,3.0,3.0,2.0,CM,"Jan 11, 2018",2022,177.8,73.92290249433107,91.0,26100000.0,0.0,1,2,3,75.0,79.75,10.2,66.0,77.14285714285714,55.0,64.5,71.0,60.0
681,D. Drinkwater,28,England,79,79,Chelsea,12500000.0,110000.0,2.0,4.0,3.0,2.0,CM,"Aug 31, 2017",2022,177.8,81.17913832199547,74.0,23100000.0,0.0,0,2,2,76.5,73.25,9.4,74.0,71.14285714285714,67.16666666666667,75.0,63.0,61.0
685,Adrien Silva,29,Portugal,79,79,Leicester City,12000000.0,75000.0,3.0,4.0,3.0,2.0,CM,"Jan 1, 2018",2021,175.26,68.93424036281178,79.0,22800000.0,0.0,0,2,3,79.0,72.75,9.2,78.25,67.71428571428571,78.0,75.5,60.5,61.0
700,M. Fellaini,30,Belgium,79,79,Manchester United,11500000.0,120000.0,3.0,3.0,3.0,1.0,CM,"Sep 2, 2013",2020,193.04,84.80725623582768,94.0,21300000.0,0.0,0,2,2,74.5,72.0,10.8,69.0,69.28571428571429,64.5,78.5,44.5,93.0
725,E. Belözoğlu,37,Turkey,79,79,Medipol Başakşehir FK,4000000.0,23000.0,2.0,4.0,4.0,3.0,CM,"Jul 9, 2015",2019,170.18,72.10884353741497,87.0,7600000.0,1.0,0,2,2,80.0,64.5,9.4,80.5,71.42857142857143,78.16666666666667,74.5,46.0,43.0
741,P. Lees-Melou,25,France,78,80,OGC Nice,12500000.0,33000.0,1.0,3.0,4.0,1.0,CM,"Jun 16, 2017",2021,185.42,68.93424036281178,71.0,24700000.0,0.0,2,3,3,79.0,66.75,10.2,72.25,71.85714285714286,67.66666666666667,77.5,74.0,59.0
746,L. Pellegrini,22,Italy,78,84,Roma,14000000.0,51000.0,2.0,3.0,3.0,2.0,CM,"Jul 1, 2017",2022,185.42,77.09750566893423,71.0,26600000.0,0.0,6,2,2,77.5,71.5,10.6,75.5,71.57142857142857,61.0,75.0,75.5,71.0
751,M. Eggestein,21,Germany,78,84,SV Werder Bremen,14000000.0,22000.0,1.0,4.0,3.0,1.0,CM,"Nov 29, 2014",2020,180.34,74.82993197278911,68.0,26600000.0,0.0,6,3,3,78.0,69.5,12.2,66.75,73.57142857142857,61.5,71.5,67.5,65.0
757,Joan Jordán,23,Spain,78,83,SD Eibar,13500000.0,22000.0,1.0,4.0,3.0,1.0,CM,"Jul 13, 2017",2020,182.88,73.92290249433107,61.0,29400000.0,0.0,5,2,2,78.5,66.5,11.8,70.25,65.0,72.0,74.5,66.5,47.0
761,V. Rongier,23,France,78,83,FC Nantes,14000000.0,25000.0,2.0,3.0,3.0,2.0,CM,"Jul 1, 2014",2022,172.72,69.84126984126982,51.0,27700000.0,0.0,5,2,3,79.0,75.25,9.8,74.25,74.28571428571429,71.33333333333333,75.5,62.0,41.0
764,M. Nakamba,24,Zimbabwe,78,83,Club Brugge KV,12000000.0,20000.0,1.0,2.0,3.0,2.0,CM,"Jul 1, 2017",2022,175.26,78.91156462585032,86.0,18900000.0,1.0,5,2,3,72.0,79.0,11.4,58.25,78.71428571428571,48.33333333333334,61.5,76.5,55.0
774,S. Lobotka,23,Slovakia,78,84,RC Celta,14000000.0,22000.0,1.0,4.0,4.0,2.0,CM,"Jul 15, 2017",2023,170.18,63.94557823129252,57.0,32200000.000000004,0.0,6,2,3,79.5,69.0,12.0,66.5,75.71428571428571,60.83333333333334,70.5,66.5,41.0
