,name,age,nationality,overall,potential,club,value,wage,international reputation,weak foot,skill moves,body type,position,joined,contract valid until,height,weight,aggression,release clause,preferred foot = left,improvement,attacking rate,defensive rate,control,defending,gk,passing,physical,shooting,skill,speed,heading
405,Manuel Fernandes,32,Portugal,81,81,Lokomotiv Moscow,14000000.0,1000.0,2.0,4.0,4.0,2.0,LM,"Jul 1, 2014",2019,175.26,74.82993197278911,68.0,29400000.0,0.0,0,3,2,84.5,66.75,12.2,77.0,76.0,75.83333333333333,78.0,79.5,59.0
408,Nani,31,Portugal,81,81,Sporting CP,15500000.0,19000.0,3.0,5.0,5.0,1.0,LM,"Jul 11, 2018",2020,177.8,68.02721088435375,61.0,31000000.0,0.0,0,3,2,86.5,31.5,8.0,77.75,71.57142857142857,79.16666666666667,76.5,75.5,61.0
415,H. Aouar,20,France,80,90,Olympique Lyonnais,23500000.0,51000.0,1.0,4.0,4.0,1.0,LM,"Jul 1, 2016",2023,175.26,69.84126984126982,69.0,49400000.0,0.0,10,3,2,83.0,64.25,9.6,74.5,74.71428571428571,66.66666666666667,78.5,79.0,54.0
433,M. Vecino,26,Uruguay,80,81,Inter,14500000.0,63000.0,2.0,3.0,4.0,1.0,LM,"Aug 2, 2017",2022,187.96,81.17913832199547,72.0,25700000.0,0.0,1,3,3,84.0,75.5,4.0,73.75,72.71428571428571,65.66666666666667,77.5,71.5,75.0
457,Bernard,25,Brazil,80,81,Everton,17500000.0,97000.0,2.0,4.0,4.0,1.0,LM,"Aug 9, 2018",2022,165.1,59.86394557823129,41.0,34600000.0,0.0,1,3,2,83.0,34.25,10.4,72.25,72.0,68.5,74.5,90.0,59.0
458,T. Inui,30,Japan,80,80,Real Betis,14000000.0,30000.0,1.0,4.0,4.0,1.0,LM,"Jul 2, 2018",2021,170.18,63.03854875283447,49.0,29400000.0,0.0,0,2,2,85.0,44.75,11.4,72.75,75.57142857142857,70.0,74.5,82.5,41.0
477,Cristian Tello,26,Spain,80,80,Real Betis,16000000.0,30000.0,2.0,4.0,3.0,1.0,LM,"Jul 1, 2017",2022,177.8,64.85260770975057,48.0,33600000.0,0.0,0,2,1,81.5,34.25,11.2,75.0,71.71428571428571,70.66666666666667,74.0,90.5,47.0
491,R. Pereyra,27,Argentina,80,80,Watford,15500000.0,65000.0,2.0,4.0,4.0,1.0,LM,"Aug 19, 2016",2021,182.88,77.09750566893423,66.0,29500000.0,0.0,0,3,2,84.0,63.5,4.8,77.0,72.14285714285714,73.0,78.0,75.5,60.0
574,B. Verbič,24,Slovenia,79,81,Dynamo Kyiv,15500000.0,1000.0,1.0,3.0,4.0,2.0,LM,"Jan 1, 2018",2023,177.8,69.84126984126982,74.0,33700000.0,0.0,2,3,2,80.5,38.25,11.4,70.5,76.42857142857143,67.66666666666667,77.5,83.0,65.0
596,Ricardo Horta,23,Portugal,79,84,SC Braga,17000000.0,16000.0,1.0,4.0,3.0,1.0,LM,"Jul 19, 2017",2022,172.72,63.03854875283447,64.0,35300000.0,0.0,5,3,2,80.5,41.5,9.4,76.0,72.42857142857143,73.66666666666667,78.5,76.5,51.0
598,M. Meyer,22,Germany,79,83,Crystal Palace,16000000.0,53000.0,2.0,4.0,4.0,1.0,LM,"Aug 3, 2018",2021,172.72,68.02721088435375,80.0,31600000.0,0.0,4,2,2,83.0,67.75,11.6,73.5,75.85714285714286,61.83333333333334,76.0,68.0,37.0
623,M. Elyounoussi,23,Norway,79,85,Southampton,17500000.0,48000.0,1.0,4.0,4.0,2.0,LM,"Jun 29, 2018",2023,177.8,69.84126984126982,49.0,36800000.0,0.0,6,3,2,79.0,37.75,9.4,76.5,77.28571428571429,69.83333333333333,72.0,82.5,64.0
624,L. Bittencourt,24,Germany,79,82,TSG 1899 Hoffenheim,16000000.0,35000.0,2.0,4.0,4.0,1.0,LM,"Jul 1, 2018",2023,170.18,62.13151927437642,72.0,28400000.0,0.0,3,3,2,82.0,54.5,12.4,72.5,75.42857142857143,67.5,72.5,84.5,45.0
642,Nolito,31,Spain,79,79,Sevilla FC,11000000.0,21000.0,3.0,3.0,4.0,2.0,LM,"Jul 16, 2017",2020,175.26,72.10884353741497,73.0,23100000.0,0.0,0,3,1,80.0,41.25,10.6,71.25,75.42857142857143,78.33333333333333,80.0,72.0,56.0
655,Borja García,27,Spain,79,79,Girona FC,13000000.0,35000.0,1.0,3.0,3.0,2.0,LM,"Aug 26, 2015",2022,175.26,72.10884353741497,52.0,27300000.0,0.0,0,3,2,80.5,60.5,12.6,72.75,70.14285714285714,67.5,78.0,79.0,53.0
660,Escudero,28,Spain,79,79,Sevilla FC,10000000.0,20000.0,1.0,2.0,3.0,1.0,LM,"Jul 3, 2015",2021,175.26,72.10884353741497,75.0,21000000.0,1.0,0,3,2,71.5,79.5,11.6,71.5,74.85714285714286,67.33333333333333,59.5,74.5,68.0
714,S. Kalou,32,Ivory Coast,79,79,Hertha BSC,10000000.0,34000.0,3.0,3.0,4.0,1.0,LM,"Aug 31, 2014",2020,182.88,77.09750566893423,35.0,17000000.0,0.0,0,2,1,86.5,36.75,8.8,73.0,74.57142857142857,75.0,80.5,66.0,77.0
716,R. Babel,31,Netherlands,79,79,Beşiktaş JK,11000000.0,55000.0,3.0,3.0,4.0,2.0,LM,"Jan 2, 2017",2019,185.42,84.80725623582768,58.0,20900000.0,0.0,0,2,1,80.5,30.5,12.4,69.0,77.28571428571429,73.5,75.5,82.5,71.0
748,Daniel Podence,22,Portugal,78,84,Olympiacos CFP,14000000.0,1000.0,1.0,4.0,4.0,2.0,LM,"Jul 10, 2018",2023,162.56,64.85260770975057,67.0,33600000.0,0.0,6,3,2,82.5,30.5,11.6,65.0,72.71428571428571,60.66666666666666,76.5,93.0,42.0
752,Trezeguet,23,Egypt,78,80,Kasimpaşa SK,13000000.0,15000.0,3.0,5.0,4.0,2.0,LM,"Jul 1, 2018",2021,177.8,78.0045351473923,45.0,27000000.0,0.0,2,3,2,80.5,31.75,10.0,72.25,71.57142857142857,69.83333333333333,69.0,83.5,42.0
772,M. Meza,25,Argentina,78,79,Independiente,12500000.0,23000.0,1.0,3.0,4.0,1.0,LM,"Sep 19, 2016",2021,180.34,76.19047619047619,73.0,18400000.0,0.0,1,3,1,82.5,42.0,11.4,70.5,75.14285714285714,72.5,73.5,81.0,67.0
783,J. Correa,23,Argentina,78,83,Lazio,14000000.0,42000.0,1.0,4.0,4.0,1.0,LM,"Aug 1, 2018",2023,187.96,77.09750566893423,48.0,24900000.0,0.0,5,3,2,84.0,34.5,8.8,74.0,66.71428571428571,70.0,74.5,77.5,43.0
789,A. Iwobi,22,Nigeria,78,84,Arsenal,14000000.0,81000.0,1.0,3.0,4.0,2.0,LM,"Jul 1, 2013",2023,185.42,74.82993197278911,46.0,29400000.0,0.0,6,2,2,84.0,25.75,11.6,64.75,69.85714285714286,55.66666666666666,77.5,78.5,42.0
813,L. Trossard,23,Belgium,78,84,KRC Genk,14000000.0,17000.0,1.0,4.0,4.0,1.0,LM,"Jan 1, 2012",2021,172.72,67.12018140589569,47.0,23800000.0,0.0,6,3,2,80.5,26.75,9.4,73.75,79.42857142857143,77.16666666666667,73.0,84.0,64.0
840,N. Chadli,28,Belgium,78,78,AS Monaco,10500000.0,66000.0,2.0,4.0,4.0,2.0,LM,"Aug 30, 2018",2021,187.96,84.80725623582768,59.0,20000000.0,0.0,0,2,2,81.0,44.0,11.6,73.0,71.71428571428571,76.66666666666667,76.0,76.0,67.0
867,E. Hernández,30,Mexico,78,78,Cruz Azul,10000000.0,29000.0,1.0,3.0,4.0,1.0,LM,"Jul 5, 2018",2019,170.18,64.85260770975057,39.0,17000000.0,0.0,0,2,1,81.5,47.25,10.0,76.5,73.71428571428571,72.33333333333333,75.0,75.5,49.0
887,J. Lens,30,Netherlands,78,78,Beşiktaş JK,10000000.0,50000.0,2.0,4.0,4.0,2.0,LM,"Feb 28, 2018",2022,177.8,74.82993197278911,53.0,19000000.0,0.0,0,3,2,79.0,32.25,13.4,75.25,76.0,72.5,73.0,90.0,63.0
891,C. Ansaldi,31,Argentina,78,78,Torino,7000000.0,54000.0,2.0,5.0,4.0,2.0,LM,,"Jun 30, 2019",180.34,76.19047619047619,78.0,,1.0,0,3,2,79.5,76.25,11.4,70.5,74.28571428571429,59.5,69.0,75.5,63.0
900,F. Johnson,30,United States,77,77,Borussia Mönchengladbach,8500000.0,29000.0,2.0,4.0,3.0,2.0,LM,"Jul 1, 2014",2020,182.88,73.92290249433107,71.0,14500000.0,0.0,0,2,2,77.5,68.75,10.2,71.75,70.71428571428571,63.16666666666666,73.5,78.5,60.0
903,Caiuby,29,Brazil,77,77,FC Augsburg,8500000.0,27000.0,2.0,4.0,3.0,2.0,LM,"Jul 11, 2014",2020,182.88,84.80725623582768,73.0,14500000.0,0.0,0,3,2,74.0,33.0,11.4,67.0,76.71428571428571,68.0,74.5,82.0,80.0
915,J. Izquierdo,25,Colombia,77,78,Brighton & Hove Albion,10500000.0,45000.0,2.0,3.0,4.0,2.0,LM,"Aug 16, 2017",2021,170.18,74.82993197278911,27.0,20700000.0,0.0,1,3,3,79.5,34.0,10.6,64.0,74.0,65.83333333333333,73.0,91.0,60.0
936,Garry Rodrigues,27,Cape Verde,77,77,Galatasaray SK,9500000.0,53000.0,2.0,3.0,4.0,2.0,LM,"Jan 10, 2017",2021,172.72,69.84126984126982,70.0,18100000.0,0.0,0,2,2,76.0,42.5,10.6,71.5,76.0,68.83333333333333,72.0,89.5,56.0
967,L. Ocampos,23,Argentina,77,82,Olympique de Marseille,12000000.0,38000.0,2.0,3.0,4.0,2.0,LM,"Jul 1, 2015",2020,187.96,83.90022675736961,83.0,23700000.0,0.0,5,3,3,75.0,57.5,10.6,73.75,75.71428571428571,71.33333333333333,73.0,78.5,75.0
995,B. Bourigeaud,24,France,77,81,Stade Rennais FC,11500000.0,28000.0,1.0,3.0,4.0,1.0,LM,"Jun 14, 2017",2021,177.8,68.02721088435375,72.0,22700000.0,0.0,4,3,3,76.0,60.0,12.4,73.75,72.28571428571429,75.33333333333333,75.0,71.5,53.0
1010,J. Aquino,28,Mexico,77,77,Tigres U.A.N.L.,9000000.0,54000.0,1.0,4.0,4.0,1.0,LM,"Jun 22, 2015",2021,167.64,62.13151927437642,59.0,14400000.0,0.0,0,3,2,78.5,37.5,10.8,66.75,72.71428571428571,67.33333333333333,73.5,89.5,47.0
1029,C. Ünder,20,Turkey,77,87,Roma,14500000.0,46000.0,1.0,4.0,3.0,2.0,LM,"Jul 17, 2017",2022,172.72,66.21315192743764,27.0,27600000.0,1.0,10,2,2,81.5,33.75,9.2,71.5,66.85714285714286,73.83333333333333,71.5,81.5,58.0
1044,V. Grifo,25,Italy,77,79,TSG 1899 Hoffenheim,11000000.0,33000.0,1.0,2.0,4.0,2.0,LM,"Jul 1, 2018",2022,180.34,74.82993197278911,52.0,19500000.0,0.0,2,2,2,83.5,39.0,10.4,72.0,69.57142857142857,76.33333333333333,71.5,70.0,47.0
1049,L. Spinazzola,25,Italy,77,80,Juventus,11000000.0,80000.0,2.0,4.0,3.0,1.0,LM,"Jul 1, 2010",2022,185.42,74.82993197278911,68.0,19000000.0,0.0,3,3,3,80.5,75.75,13.0,69.75,74.28571428571429,59.66666666666666,69.0,80.0,62.0
1065,D. Cheryshev,27,Russia,77,77,Valencia CF,9500000.0,31000.0,2.0,4.0,3.0,1.0,LM,,"Jun 30, 2019",177.8,73.92290249433107,62.0,,1.0,0,3,1,78.0,53.0,10.4,72.0,71.71428571428571,73.66666666666667,74.0,78.0,54.0
1081,A. Szymanowski,29,Argentina,77,77,CD Leganés,8500000.0,31000.0,2.0,3.0,4.0,1.0,LM,"Jul 29, 2015",2020,175.26,64.85260770975057,55.0,17900000.0,1.0,0,3,2,77.5,37.5,9.4,70.25,70.42857142857143,68.33333333333333,75.5,86.0,67.0
1097,J. Lukaku,23,Belgium,77,81,Lazio,11500000.0,39000.0,2.0,4.0,4.0,3.0,LM,"Jul 22, 2016",2019,177.8,86.16780045351473,74.0,20400000.0,1.0,4,3,2,80.0,72.25,10.6,69.0,77.85714285714286,58.0,64.5,91.0,62.0
1104,G. Shibasaki,26,Japan,77,80,Getafe CF,11000000.0,24000.0,1.0,3.0,4.0,1.0,LM,"Jul 17, 2017",2021,175.26,62.13151927437642,65.0,23900000.0,0.0,3,2,2,78.0,70.0,10.2,72.25,72.42857142857143,66.16666666666667,74.5,68.0,56.0
1106,S. Boufal,24,Morocco,77,80,RC Celta,11500000.0,41000.0,2.0,4.0,4.0,1.0,LM,,"Jun 30, 2019",175.26,67.12018140589569,47.0,,0.0,3,2,1,86.0,26.75,11.2,70.0,64.42857142857143,67.83333333333333,73.5,81.5,35.0
1123,V. Fischer,24,Denmark,77,82,FC København,12000000.0,20000.0,2.0,4.0,4.0,2.0,LM,"Jan 31, 2018",2022,180.34,79.81859410430839,68.0,16500000.0,0.0,5,3,2,79.0,37.0,12.4,71.25,71.85714285714286,69.83333333333333,75.0,81.5,49.0
1126,F. Kostić,25,Serbia,77,78,Eintracht Frankfurt,10500000.0,16000.0,2.0,2.0,3.0,2.0,LM,,"Jun 30, 2020",182.88,82.08616780045352,65.0,,1.0,1,3,2,81.5,38.75,12.8,67.5,73.71428571428571,71.33333333333333,73.0,86.5,48.0
1127,R. Fraser,24,Scotland,77,81,Bournemouth,11500000.0,52000.0,1.0,4.0,3.0,3.0,LM,"Jan 1, 2013",2020,162.56,59.86394557823129,65.0,22700000.0,0.0,4,3,2,78.0,46.25,12.2,62.5,72.0,66.0,73.0,88.5,30.0
1133,Sidcley,25,Brazil,77,80,Dynamo Kyiv,9000000.0,1000.0,1.0,3.0,3.0,3.0,LM,"Jul 10, 2018",2023,175.26,74.82993197278911,67.0,19600000.0,1.0,3,2,2,77.5,76.5,11.0,65.25,76.28571428571429,63.5,72.5,80.5,58.0
1164,Jony,26,Spain,77,77,Deportivo Alavés,9500000.0,12000.0,1.0,3.0,4.0,2.0,LM,,"Jun 30, 2019",177.8,76.19047619047619,60.0,,1.0,0,3,2,74.5,51.0,12.4,70.75,69.57142857142857,69.83333333333333,76.5,86.0,44.0
1201,Juanmi,25,Spain,76,79,Real Sociedad,9500000.0,27000.0,1.0,3.0,3.0,1.0,LM,"Jul 1, 2016",2021,172.72,68.93424036281178,57.0,20700000.0,0.0,3,2,2,78.5,25.25,9.4,66.25,71.0,66.66666666666667,75.5,77.0,74.0
1223,Jesé,25,Spain,76,79,Paris Saint-Germain,9500000.0,59000.0,2.0,4.0,4.0,2.0,LM,"Aug 8, 2016",2021,177.8,72.10884353741497,29.0,18300000.0,0.0,3,2,2,80.5,21.25,10.8,68.0,70.28571428571429,71.33333333333333,72.5,82.0,42.0
1246,Junior Firpo,21,Spain,76,81,Real Betis,8500000.0,15000.0,1.0,3.0,3.0,2.0,LM,"Jul 1, 2015",2023,182.88,74.82993197278911,55.0,18500000.0,1.0,5,2,2,72.0,74.75,9.8,68.5,68.0,55.0,65.0,80.5,74.0
1251,Héldon,29,Cape Verde,76,76,Al Taawoun,7500000.0,23000.0,1.0,3.0,4.0,2.0,LM,"Jul 2, 2018",2020,175.26,66.21315192743764,46.0,12400000.0,0.0,0,3,1,77.0,25.0,10.4,66.5,71.14285714285714,71.33333333333333,73.0,85.0,59.0
1258,V. Berisha,25,Kosovo,76,79,Lazio,9500000.0,40000.0,2.0,4.0,4.0,2.0,LM,"Jul 4, 2018",2023,175.26,69.84126984126982,81.0,16900000.0,0.0,3,3,2,77.5,58.0,12.6,68.75,77.57142857142857,70.33333333333333,74.0,81.0,42.0
1317,S. Tshabalala,33,South Africa,76,76,BB Erzurumspor,4700000.0,16000.0,2.0,2.0,4.0,1.0,LM,"Aug 28, 2018",2020,170.18,64.85260770975057,49.0,9100000.0,1.0,0,3,2,77.0,42.75,10.0,71.0,73.71428571428571,71.83333333333333,75.5,77.5,39.0
1335,G. Kakuta,27,DR Congo,76,76,Rayo Vallecano,8000000.0,20000.0,2.0,3.0,4.0,1.0,LM,"Jul 13, 2018",2022,172.72,63.94557823129252,42.0,17600000.0,1.0,0,2,2,79.5,35.5,10.6,70.25,75.71428571428571,69.83333333333333,72.5,79.0,67.0
1339,Kenedy,22,Brazil,76,84,Newcastle United,11500000.0,71000.0,1.0,2.0,4.0,1.0,LM,,"Jun 30, 2019",182.88,77.09750566893423,42.0,,1.0,8,3,3,80.5,55.5,12.8,67.5,72.57142857142857,67.33333333333333,73.0,79.5,66.0
1370,S. Zuber,26,Switzerland,76,77,TSG 1899 Hoffenheim,7500000.0,29000.0,1.0,4.0,3.0,2.0,LM,"Aug 14, 2014",2020,182.88,78.91156462585032,72.0,13300000.0,0.0,1,3,3,77.5,71.5,12.0,66.5,73.28571428571429,70.16666666666667,73.0,78.5,72.0
1434,A. Ndiaye Diedhiou,21,Senegal,76,85,Getafe CF,12000000.0,17000.0,1.0,4.0,4.0,1.0,LM,"Aug 10, 2017",2022,172.72,63.03854875283447,62.0,27600000.0,0.0,9,3,3,81.0,42.25,8.8,65.75,75.42857142857143,64.5,70.5,89.0,65.0
1440,J. Fernandes,29,Chile,76,76,Alanyaspor,7500000.0,16000.0,1.0,4.0,4.0,2.0,LM,"Sep 12, 2017",2020,182.88,78.0045351473923,70.0,15000000.0,0.0,0,3,1,78.0,28.75,10.8,68.75,72.14285714285714,69.16666666666667,72.5,78.5,77.0
1463,Alex Berenguer,22,Spain,76,81,Torino,10500000.0,34000.0,1.0,3.0,3.0,2.0,LM,"Jul 17, 2017",2022,175.26,73.01587301587301,70.0,18600000.0,0.0,5,2,2,77.0,64.75,11.4,66.75,72.14285714285714,66.0,73.0,82.0,49.0
1470,D. Pelkas,24,Greece,76,79,PAOK,10000000.0,1000.0,1.0,3.0,4.0,1.0,LM,"Jul 1, 2012",2021,177.8,73.01587301587301,39.0,21800000.0,0.0,3,3,2,76.5,33.5,12.6,72.5,66.14285714285714,71.66666666666667,74.0,80.5,46.0
1471,J. Montero,28,Ecuador,76,76,Swansea City,8000000.0,30000.0,2.0,3.0,4.0,2.0,LM,"Jul 24, 2014",2020,172.72,69.84126984126982,40.0,15200000.0,0.0,0,3,3,80.5,25.5,12.2,68.5,72.14285714285714,70.0,72.5,90.5,50.0
1511,Toño García,28,Spain,76,76,Levante UD,6000000.0,22000.0,1.0,3.0,3.0,2.0,LM,"Aug 26, 2014",2019,177.8,68.93424036281178,56.0,12600000.0,1.0,0,3,2,75.5,72.5,12.0,66.5,74.0,65.16666666666667,70.0,83.5,49.0
1519,D. Gray,22,England,76,83,Leicester City,11000000.0,50000.0,1.0,3.0,3.0,1.0,LM,"Jan 4, 2016",2021,180.34,73.92290249433107,41.0,23100000.0,0.0,7,3,2,81.5,26.75,10.2,63.0,68.28571428571429,67.66666666666667,70.5,87.5,31.0
1550,M. Simon,22,Nigeria,76,82,Levante UD,10500000.0,20000.0,1.0,5.0,4.0,2.0,LM,"Aug 6, 2018",2023,167.64,68.93424036281178,38.0,24200000.0,0.0,6,3,2,79.0,26.75,10.8,67.5,80.42857142857143,63.0,69.0,92.5,58.0
1578,Ivi,24,Spain,75,81,Real Valladolid CF,9000000.0,19000.0,1.0,3.0,3.0,2.0,LM,,"Jun 30, 2019",175.26,73.92290249433107,49.0,,0.0,6,2,2,79.0,39.0,11.8,68.5,70.71428571428571,70.66666666666667,69.0,80.5,59.0
1581,P. De Blasis,30,Argentina,75,75,SD Eibar,6500000.0,21000.0,1.0,4.0,3.0,2.0,LM,"Aug 30, 2018",2020,165.1,64.85260770975057,74.0,13700000.0,0.0,0,3,2,77.0,39.75,9.6,66.75,77.85714285714286,72.66666666666667,72.0,79.5,80.0
1590,R. Otero,25,Venezuela,75,76,Al Wehda,8000000.0,23000.0,1.0,4.0,4.0,2.0,LM,"Jul 1, 2018",2019,170.18,62.13151927437642,67.0,14200000.0,0.0,1,3,2,77.5,44.0,12.4,68.5,70.71428571428571,77.0,72.5,84.5,58.0
1607,M. Ninković,33,Serbia,75,75,Sydney FC,4000000.0,10000.0,2.0,3.0,4.0,2.0,LM,"Jul 16, 2015",2020,180.34,76.19047619047619,59.0,5100000.0,0.0,0,2,1,77.0,47.75,9.8,70.0,71.0,68.83333333333333,73.5,69.0,52.0
