,name,age,nationality,overall,potential,club,value,wage,international reputation,weak foot,skill moves,body type,position,joined,contract valid until,height,weight,aggression,release clause,preferred foot = left,improvement,attacking rate,defensive rate,control,defending,gk,passing,physical,shooting,skill,speed,heading
797,P. Max,24,Germany,78,81,FC Augsburg,11000000.0,22000.0,1.0,3.0,3.0,2.0,LB,"Aug 4, 2015",2022,177.8,77.09750566893423,72.0,19500000.0,1.0,3,3,2,75.5,71.75,11.4,70.75,74.0,59.33333333333334,66.0,81.5,59.0
801,M. Halstenberg,26,Germany,78,79,RB Leipzig,10000000.0,45000.0,2.0,3.0,3.0,2.0,LB,"Aug 31, 2015",2022,187.96,82.08616780045352,73.0,17800000.0,1.0,1,3,2,71.5,76.75,12.8,68.0,72.85714285714286,70.16666666666667,57.5,67.5,78.0
875,J. Holebas,34,Greece,78,78,Watford,2900000.0,51000.0,2.0,2.0,3.0,1.0,LB,"Jul 2, 2015",2020,185.42,81.17913832199547,89.0,5600000.0,1.0,0,3,2,75.0,75.75,14.2,69.5,73.57142857142857,68.0,63.0,75.0,74.0
888,Adriano,33,Brazil,78,78,Beşiktaş JK,4000000.0,45000.0,2.0,5.0,4.0,2.0,LB,"Jul 29, 2016",2019,172.72,74.82993197278911,75.0,7600000.0,1.0,0,3,2,81.5,78.25,13.4,72.5,75.57142857142857,74.16666666666667,73.0,75.0,63.0
899,Aarón Martín,21,Spain,77,85,1. FSV Mainz 05,11000000.0,18000.0,1.0,3.0,3.0,1.0,LB,,"Jun 30, 2019",180.34,72.10884353741497,60.0,,1.0,8,3,2,73.0,77.5,11.8,58.5,68.57142857142857,45.83333333333334,59.5,72.5,73.0
921,F. Fabra,27,Colombia,77,78,Boca Juniors,8000000.0,22000.0,1.0,3.0,3.0,3.0,LB,"Jan 24, 2016",2019,172.72,72.10884353741497,72.0,11800000.0,1.0,1,3,1,77.0,72.25,10.2,59.25,79.57142857142857,53.33333333333334,62.5,87.0,67.0
931,J. Amavi,24,France,77,82,Olympique de Marseille,10000000.0,34000.0,1.0,4.0,3.0,2.0,LB,"Jul 1, 2018",2021,175.26,69.84126984126982,72.0,19800000.0,1.0,5,3,2,74.5,74.25,11.6,69.5,74.85714285714286,65.33333333333333,69.5,79.0,64.0
940,Gazzolisco,30,Brazil,77,77,Internacional,6500000.0,26000.0,1.0,5.0,3.0,2.0,LB,"Jan 1, 2018",2021,185.42,73.01587301587301,94.0,12400000.0,1.0,0,3,3,71.5,73.25,10.2,72.75,75.0,75.0,56.5,81.5,77.0
945,L. Baines,33,England,77,77,Everton,3400000.0,74000.0,3.0,3.0,3.0,2.0,LB,"Aug 7, 2007",2019,170.18,69.84126984126982,74.0,6500000.0,1.0,0,3,2,77.5,77.0,11.6,74.75,71.57142857142857,78.33333333333333,73.0,62.5,74.0
1006,Marçal,29,Brazil,77,77,Olympique Lyonnais,6500000.0,54000.0,2.0,4.0,3.0,2.0,LB,"Jul 1, 2017",2021,177.8,73.92290249433107,76.0,12400000.0,1.0,0,2,2,75.0,77.5,11.0,65.75,74.57142857142857,59.33333333333334,66.5,78.0,58.0
1048,M. Schmelzer,30,Germany,77,77,Borussia Dortmund,6500000.0,43000.0,2.0,2.0,2.0,2.0,LB,"Jul 1, 2008",2021,180.34,73.92290249433107,81.0,11100000.0,1.0,0,3,3,66.0,77.75,11.2,64.25,72.71428571428571,59.5,53.0,76.0,68.0
1067,Wendell,24,Brazil,77,80,Bayer 04 Leverkusen,9500000.0,43000.0,2.0,2.0,4.0,1.0,LB,"Jul 1, 2014",2021,177.8,72.10884353741497,87.0,16900000.0,1.0,3,3,2,78.5,75.5,10.8,62.25,73.0,60.66666666666666,69.0,83.0,53.0
1080,R. Brady,26,Republic of Ireland,77,78,Burnley,10500000.0,52000.0,1.0,3.0,4.0,2.0,LB,"Jan 31, 2017",2020,177.8,77.09750566893423,58.0,20700000.0,1.0,1,3,2,77.0,67.0,9.4,73.25,72.71428571428571,75.83333333333333,75.0,78.5,59.0
1111,Jefferson,29,Brazil,77,77,Sporting CP,6500000.0,14000.0,2.0,2.0,2.0,2.0,LB,"Jul 1, 2013",2020,175.26,72.10884353741497,79.0,13000000.0,1.0,0,3,2,74.5,74.25,12.6,76.25,72.85714285714286,73.33333333333333,71.0,75.5,64.0
1128,Cote,28,Spain,77,77,SD Eibar,7000000.0,23000.0,1.0,3.0,3.0,1.0,LB,"Jul 14, 2017",2020,182.88,77.09750566893423,69.0,14700000.0,1.0,0,3,2,72.0,76.0,12.8,64.25,70.14285714285714,58.66666666666666,58.0,72.0,75.0
1138,L. Augustinsson,24,Sweden,77,82,SV Werder Bremen,10000000.0,22000.0,1.0,2.0,3.0,1.0,LB,"Jul 1, 2017",2022,180.34,72.10884353741497,68.0,17800000.0,1.0,5,3,2,73.5,75.0,11.0,69.5,74.0,65.0,69.0,78.0,56.0
1148,B. Oczipka,29,Germany,77,77,FC Schalke 04,6500000.0,30000.0,2.0,2.0,2.0,2.0,LB,"Jul 15, 2017",2020,185.42,84.80725623582768,76.0,11100000.0,1.0,0,3,2,73.5,76.25,9.8,69.75,72.57142857142857,65.0,63.0,71.0,68.0
1150,T. Hernández,20,France,77,85,Real Sociedad,11000000.0,76000.0,1.0,3.0,3.0,2.0,LB,,"Jun 30, 2019",182.88,82.08616780045352,75.0,,1.0,8,2,2,75.0,74.0,8.6,66.25,69.14285714285714,58.16666666666666,52.5,90.0,72.0
1157,Yuri Berchiche,28,Spain,77,77,Athletic Club de Bilbao,7000000.0,23000.0,2.0,3.0,3.0,2.0,LB,"Jul 2, 2018",2022,180.34,79.81859410430839,85.0,14700000.0,1.0,0,3,2,70.0,76.0,10.6,69.0,76.42857142857143,67.0,48.5,77.5,72.0
1173,Angeliño,21,Spain,77,83,PSV,10500000.0,11000.0,1.0,3.0,4.0,3.0,LB,"Jul 1, 2018",2023,175.26,68.93424036281178,77.0,16800000.0,1.0,6,3,2,79.5,71.75,11.6,73.75,76.28571428571429,69.16666666666667,74.0,86.0,53.0
1194,Alberto Moreno,25,Spain,77,79,Liverpool,9000000.0,76000.0,2.0,3.0,3.0,2.0,LB,"Aug 16, 2014",2019,170.18,64.85260770975057,83.0,17800000.0,1.0,2,3,1,77.5,72.25,10.8,62.75,76.28571428571429,61.0,63.5,86.0,61.0
1202,K. Gibbs,28,England,76,76,West Bromwich Albion,6000000.0,32000.0,2.0,2.0,3.0,1.0,LB,"Aug 30, 2017",2021,177.8,69.84126984126982,72.0,11400000.0,1.0,0,3,2,73.0,75.25,9.8,64.25,74.0,59.16666666666666,66.5,79.0,68.0
1207,David Juncà,24,Spain,76,81,RC Celta,8500000.0,18000.0,1.0,3.0,3.0,2.0,LB,"Jul 2, 2018",2023,175.26,67.12018140589569,75.0,18500000.0,1.0,5,3,2,70.5,72.75,10.4,63.5,75.28571428571429,54.0,51.5,78.0,70.0
1218,Bernat,25,Spain,76,77,Paris Saint-Germain,7500000.0,54000.0,2.0,3.0,4.0,2.0,LB,"Aug 31, 2018",2021,170.18,67.12018140589569,68.0,14400000.0,1.0,1,3,2,83.5,72.75,11.2,70.25,75.0,60.16666666666666,71.5,78.5,53.0
1238,Dalbert,24,Brazil,76,80,Inter,8500000.0,41000.0,1.0,3.0,3.0,1.0,LB,"Aug 9, 2017",2023,180.34,69.84126984126982,74.0,15100000.0,1.0,4,3,2,76.5,72.0,8.6,67.0,70.42857142857143,56.83333333333334,69.0,91.0,60.0
1247,D. D'Ambrosio,29,Italy,76,76,Inter,6000000.0,50000.0,2.0,3.0,3.0,2.0,LB,"Jan 30, 2014",2021,180.34,74.82993197278911,77.0,10200000.0,0.0,0,2,2,70.5,77.25,12.4,64.5,73.42857142857143,59.5,59.5,72.0,71.0
1268,D. Santon,27,Italy,76,76,Roma,6500000.0,47000.0,2.0,3.0,3.0,2.0,LB,"Jul 1, 2018",2022,187.96,77.09750566893423,72.0,11100000.0,0.0,0,2,2,75.0,76.0,12.4,69.5,70.0,60.33333333333334,63.5,70.5,65.0
1270,O. Wendt,32,Sweden,76,76,Borussia Mönchengladbach,4300000.0,24000.0,2.0,3.0,3.0,2.0,LB,"Jul 1, 2011",2019,180.34,82.08616780045352,69.0,7200000.0,1.0,0,2,2,75.0,73.25,11.0,69.5,71.57142857142857,66.5,72.0,75.5,63.0
1308,Carles Planas,27,Spain,76,77,Girona FC,7000000.0,26000.0,1.0,3.0,3.0,2.0,LB,"Jul 13, 2017",2020,172.72,76.19047619047619,73.0,15200000.0,1.0,1,2,2,72.0,73.25,13.4,62.25,74.57142857142857,54.5,60.0,72.0,68.0
1313,M. Darmian,28,Italy,76,76,Manchester United,6000000.0,88000.0,2.0,5.0,3.0,1.0,LB,"Jul 11, 2015",2019,182.88,69.84126984126982,74.0,11100000.0,0.0,0,1,3,74.5,77.75,7.8,67.5,73.14285714285714,54.83333333333334,63.5,73.0,68.0
1321,Rubén Duarte,22,Spain,76,81,Deportivo Alavés,8500000.0,18000.0,1.0,2.0,2.0,2.0,LB,"Jul 1, 2017",2020,180.34,74.82993197278911,70.0,18500000.0,1.0,5,2,2,67.5,76.25,11.2,59.5,67.85714285714286,44.16666666666666,39.5,71.5,74.0
1325,P. van Aanholt,27,Netherlands,76,76,Crystal Palace,6500000.0,44000.0,1.0,4.0,3.0,1.0,LB,"Jan 30, 2017",2021,175.26,67.12018140589569,75.0,12400000.0,1.0,0,3,1,76.0,73.0,9.0,67.25,75.85714285714286,64.66666666666667,71.5,88.5,61.0
1337,S. García,29,Argentina,76,76,Deportivo Toluca,6000000.0,23000.0,2.0,3.0,2.0,1.0,LB,"Jul 1, 2017",2022,190.5,79.81859410430839,88.0,10200000.0,1.0,0,3,2,68.5,75.0,11.8,61.0,67.42857142857143,56.5,58.5,52.0,78.0
1358,C. Erkin,29,Turkey,76,76,Beşiktaş JK,6000000.0,41000.0,2.0,2.0,4.0,1.0,LB,"Jul 1, 2017",2020,180.34,72.10884353741497,88.0,11400000.0,1.0,0,3,2,79.5,70.5,10.6,76.0,76.0,78.5,75.5,78.5,62.0
1389,T. Jedvaj,22,Croatia,76,83,Bayer 04 Leverkusen,9500000.0,40000.0,2.0,3.0,2.0,2.0,LB,"Jul 12, 2013",2023,182.88,82.08616780045352,83.0,18100000.0,0.0,7,2,2,63.0,75.5,12.0,59.5,70.57142857142857,45.66666666666666,44.0,69.5,74.0
1401,Douglas Santos,24,Brazil,76,80,Hamburger SV,8500000.0,12000.0,1.0,3.0,3.0,1.0,LB,"Aug 31, 2016",2021,175.26,69.84126984126982,66.0,14200000.0,1.0,4,3,2,75.5,73.75,12.0,65.5,70.71428571428571,63.5,67.5,78.0,59.0
1419,Vieirinha,32,Portugal,76,76,PAOK,4300000.0,1000.0,2.0,4.0,4.0,2.0,LB,"Aug 31, 2017",2020,172.72,69.84126984126982,74.0,9000000.0,0.0,0,3,2,80.5,71.5,12.2,72.5,73.57142857142857,71.66666666666667,74.0,77.5,55.0
1421,L. Antonelli,31,Italy,76,76,Empoli,5000000.0,14000.0,2.0,3.0,3.0,1.0,LB,"Aug 11, 2018",2021,182.88,78.91156462585032,70.0,9000000.0,1.0,0,3,3,73.0,77.5,9.4,67.25,71.71428571428571,57.83333333333334,67.0,72.0,70.0
1436,D. Limberský,34,Czech Republic,76,76,Viktoria Plzeň,2200000.0,1000.0,2.0,4.0,3.0,2.0,LB,"Jul 1, 2008",2020,180.34,81.17913832199547,82.0,4800000.0,0.0,0,3,2,71.5,75.0,10.8,71.5,72.28571428571429,67.66666666666667,70.5,79.5,59.0
1452,J. Willems,24,Netherlands,76,79,Eintracht Frankfurt,8000000.0,25000.0,2.0,4.0,3.0,3.0,LB,"Jul 21, 2017",2021,177.8,82.08616780045352,73.0,14200000.0,1.0,3,3,1,78.0,71.5,11.2,71.25,75.42857142857143,65.5,72.5,77.5,67.0
1456,C. Biraghi,25,Italy,76,78,Fiorentina,7500000.0,42000.0,1.0,3.0,3.0,2.0,LB,"Jul 12, 2018",2021,185.42,78.0045351473923,74.0,13300000.0,1.0,2,2,2,71.0,75.0,9.8,66.25,72.42857142857143,61.0,57.0,77.5,65.0
1462,A. Cresswell,28,England,76,76,West Ham United,6000000.0,63000.0,2.0,3.0,3.0,2.0,LB,"Jul 3, 2014",2021,175.26,66.21315192743764,73.0,11400000.0,1.0,0,3,2,75.0,76.0,10.2,67.75,75.57142857142857,65.16666666666667,64.0,73.0,64.0
1475,R. Durmisi,24,Denmark,76,81,Lazio,8500000.0,33000.0,1.0,3.0,3.0,3.0,LB,"Jul 1, 2018",2023,167.64,67.12018140589569,89.0,15100000.0,1.0,5,3,2,73.5,71.0,8.8,67.0,76.71428571428571,64.66666666666667,66.0,81.0,70.0
1478,Aday Benítez,30,Spain,76,76,Girona FC,5500000.0,26000.0,1.0,4.0,3.0,2.0,LB,"Jul 16, 2014",2021,177.8,74.82993197278911,62.0,11600000.0,0.0,0,3,2,78.5,72.75,11.8,64.0,64.42857142857143,54.33333333333334,59.0,72.0,63.0
1479,K. Tierney,21,Scotland,76,86,Celtic,11000000.0,32000.0,1.0,3.0,3.0,2.0,LB,"Jul 1, 2013",2023,177.8,78.0045351473923,82.0,22000000.0,1.0,10,3,3,74.0,72.5,12.4,59.5,74.42857142857143,59.0,67.0,89.0,59.0
1486,Andeson Trigo,30,Brazil,76,76,Fluminense,5500000.0,25000.0,1.0,3.0,3.0,1.0,LB,"Jan 1, 2018",2021,175.26,68.02721088435375,70.0,10500000.0,1.0,0,3,2,74.5,72.25,11.0,70.25,78.14285714285714,69.83333333333333,72.5,85.0,60.0
1528,B. Henrichs,21,Germany,76,84,AS Monaco,9500000.0,36000.0,2.0,4.0,4.0,1.0,LB,"Aug 28, 2018",2023,182.88,78.91156462585032,61.0,20000000.0,0.0,8,3,2,77.5,72.25,11.2,68.75,72.57142857142857,56.5,64.0,78.0,59.0
1536,G. Clichy,32,France,76,76,Medipol Başakşehir FK,4300000.0,23000.0,3.0,4.0,3.0,1.0,LB,"Jul 7, 2017",2020,175.26,64.85260770975057,55.0,8100000.0,1.0,0,2,2,74.5,75.25,9.4,68.0,73.42857142857143,46.0,63.5,79.0,68.0
1545,E. Insúa,29,Argentina,76,76,VfB Stuttgart,6000000.0,31000.0,2.0,2.0,3.0,2.0,LB,"Jul 11, 2015",2020,180.34,78.91156462585032,79.0,10200000.0,1.0,0,3,2,74.0,74.25,10.8,74.0,73.14285714285714,67.16666666666667,69.5,65.5,72.0
