,name,age,nationality,overall,potential,club,value,wage,international reputation,weak foot,skill moves,body type,position,joined,contract valid until,height,weight,aggression,release clause,preferred foot = left,improvement,attacking rate,defensive rate,control,defending,gk,passing,physical,shooting,skill,speed,heading
187,Danilo Pereira,26,Portugal,83,86,FC Porto,27000000.0,21000.0,3.0,3.0,3.0,2.0,CDM,"Jul 2, 2015",2022,187.96,82.99319727891157,85.0,56000000.0,0.0,3,2,3,77.0,81.5,11.6,66.5,73.85714285714286,59.16666666666666,71.0,65.5,78.0
198,I. Gueye,28,Senegal,83,83,Everton,21000000.0,125000.0,2.0,3.0,3.0,1.0,CDM,"Aug 3, 2016",2022,175.26,66.21315192743764,84.0,39900000.0,0.0,0,2,3,77.0,86.0,9.4,61.0,81.0,57.33333333333334,67.0,74.0,69.0
203,K. Strootman,28,Netherlands,83,83,Olympique de Marseille,21000000.0,66000.0,3.0,3.0,3.0,2.0,CDM,"Aug 28, 2018",2023,185.42,79.81859410430839,86.0,39900000.0,1.0,0,2,3,79.5,79.25,8.6,77.0,73.42857142857143,73.5,78.5,65.5,68.0
215,Javi Martínez,29,Spain,83,83,FC Bayern München,20000000.0,94000.0,3.0,3.0,2.0,2.0,CDM,"Aug 29, 2012",2021,193.04,86.16780045351473,90.0,33000000.0,0.0,0,2,2,67.0,86.0,9.0,67.25,72.42857142857143,54.0,63.0,51.0,87.0
217,Lucas Leiva,31,Brazil,83,83,Lazio,17500000.0,64000.0,3.0,3.0,3.0,2.0,CDM,"Jul 18, 2017",2020,177.8,78.0045351473923,80.0,29800000.0,0.0,0,2,3,77.5,82.25,7.4,71.25,79.28571428571429,64.5,73.5,67.0,72.0
223,D. De Rossi,34,Italy,83,83,Roma,8000000.0,80000.0,3.0,4.0,2.0,2.0,CDM,"Jul 1, 2002",2019,182.88,82.99319727891157,84.0,13600000.0,0.0,0,2,3,70.5,84.75,9.8,73.0,76.42857142857143,68.5,63.0,65.0,81.0
249,T. Partey,25,Ghana,82,88,Atlético Madrid,25500000.0,59000.0,1.0,3.0,3.0,1.0,CDM,"Jul 1, 2015",2023,185.42,77.09750566893423,76.0,57400000.0,0.0,6,3,3,79.5,80.5,9.8,68.75,75.57142857142857,63.83333333333334,66.5,74.5,68.0
287,S. Nzonzi,29,France,82,82,Roma,17000000.0,77000.0,2.0,3.0,2.0,1.0,CDM,"Aug 14, 2018",2022,195.58,74.82993197278911,87.0,28900000.0,0.0,0,2,2,76.5,80.25,13.6,67.5,69.42857142857143,63.5,73.5,49.5,79.0
298,M. Parolo,33,Italy,82,82,Lazio,9000000.0,59000.0,2.0,4.0,3.0,1.0,CDM,"Jul 1, 2014",2020,182.88,74.82993197278911,80.0,15300000.0,0.0,0,3,3,77.0,80.0,8.8,77.25,77.14285714285714,68.33333333333333,80.0,68.5,75.0
299,L. Fejsa,29,Serbia,82,82,SL Benfica,17000000.0,18000.0,2.0,3.0,2.0,2.0,CDM,"Aug 24, 2013",2021,182.88,79.81859410430839,91.0,34000000.0,0.0,0,1,3,70.0,82.0,12.8,63.75,72.71428571428571,56.66666666666666,56.5,53.5,73.0
313,L. Biglia,32,Argentina,82,82,Milan,12500000.0,98000.0,3.0,4.0,3.0,2.0,CDM,"Jul 17, 2017",2020,177.8,63.03854875283447,83.0,21300000.0,0.0,0,2,3,82.0,78.5,10.4,80.0,73.71428571428571,70.16666666666667,65.0,65.0,54.0
323,F. de Jong,21,Netherlands,81,89,Ajax,26000000.0,19000.0,1.0,3.0,4.0,1.0,CDM,"Aug 25, 2015",2022,180.34,69.84126984126982,62.0,41600000.0,0.0,8,2,2,87.0,72.5,9.8,77.0,78.57142857142857,59.16666666666666,74.0,75.0,64.0
331,J. Seri,26,Ivory Coast,81,82,Fulham,20500000.0,73000.0,2.0,4.0,3.0,2.0,CDM,"Jul 12, 2018",2022,170.18,73.01587301587301,73.0,40500000.0,0.0,1,2,2,81.0,70.25,11.6,72.25,76.42857142857143,75.33333333333333,78.0,72.5,60.0
333,M. Brozović,25,Croatia,81,84,Inter,18500000.0,64000.0,2.0,4.0,3.0,1.0,CDM,"Jul 1, 2016",2022,180.34,68.02721088435375,79.0,32800000.0,0.0,3,2,2,82.0,77.0,10.0,75.75,74.42857142857143,75.33333333333333,74.5,69.5,62.0
344,A. Doucouré,25,France,81,85,Watford,19500000.0,60000.0,2.0,3.0,3.0,1.0,CDM,"Feb 2, 2016",2023,182.88,76.19047619047619,78.0,38500000.0,0.0,4,3,2,79.0,79.75,13.6,73.0,74.71428571428571,61.5,74.5,66.5,66.0
353,C. Kramer,27,Germany,81,82,Borussia Mönchengladbach,17000000.0,35000.0,2.0,3.0,3.0,1.0,CDM,"Jul 1, 2016",2021,190.5,76.19047619047619,78.0,30200000.0,0.0,1,3,3,76.0,79.25,8.8,65.5,70.85714285714286,48.33333333333334,71.5,52.0,58.0
364,G. Xhaka,25,Switzerland,81,84,Arsenal,22000000.0,115000.0,3.0,2.0,3.0,2.0,CDM,"Jul 1, 2016",2021,185.42,82.08616780045352,92.0,43500000.0,1.0,3,2,2,75.0,69.75,9.2,72.75,64.0,71.66666666666667,79.0,48.0,62.0
366,C. Aránguiz,29,Chile,81,81,Bayer 04 Leverkusen,17000000.0,76000.0,2.0,4.0,3.0,1.0,CDM,"Aug 13, 2015",2020,170.18,69.84126984126982,80.0,28900000.0,0.0,0,2,2,78.5,72.75,11.0,78.25,75.42857142857143,74.33333333333333,78.0,70.5,53.0
420,Everton Andrão,34,Brazil,80,80,Fluminense,4500000.0,34000.0,1.0,4.0,2.0,3.0,CDM,"Jan 1, 2018",2021,177.8,74.82993197278911,81.0,8500000.0,0.0,0,3,3,76.0,79.25,11.0,71.5,75.42857142857143,62.66666666666666,63.5,68.5,59.0
425,W. Ndidi,21,Nigeria,80,85,Leicester City,17000000.0,50000.0,1.0,4.0,3.0,1.0,CDM,"Jan 5, 2017",2024,182.88,73.92290249433107,85.0,33600000.0,0.0,5,2,3,74.5,83.75,10.8,65.0,77.71428571428571,62.83333333333334,67.0,73.0,76.0
444,André Gomes,24,Portugal,80,85,Everton,19500000.0,130000.0,3.0,4.0,4.0,2.0,CDM,,"Jun 30, 2019",187.96,83.90022675736961,81.0,,0.0,5,2,2,79.0,72.0,9.8,71.75,72.28571428571429,70.0,77.5,65.0,69.0
446,M. Sanson,23,France,80,85,Olympique de Marseille,19500000.0,47000.0,2.0,4.0,4.0,2.0,CDM,"Jan 17, 2017",2021,180.34,73.01587301587301,72.0,38500000.0,0.0,5,2,2,78.0,74.25,11.2,78.0,76.14285714285714,73.16666666666667,79.5,75.5,69.0
453,T. Stepanenko,28,Ukraine,80,80,Shakhtar Donetsk,12000000.0,1000.0,1.0,3.0,3.0,2.0,CDM,"Jul 1, 2010",2022,180.34,76.19047619047619,88.0,25200000.0,1.0,0,2,3,71.0,79.25,12.0,69.25,74.42857142857143,59.16666666666666,61.5,67.5,69.0
470,E. Dier,24,England,80,84,Tottenham Hotspur,16500000.0,73000.0,2.0,3.0,2.0,2.0,CDM,"Aug 2, 2014",2021,187.96,89.79591836734693,91.0,31800000.0,0.0,4,2,3,67.5,81.75,10.6,68.25,69.85714285714286,68.33333333333333,60.0,65.0,82.0
472,M. Badelj,29,Croatia,80,80,Lazio,11500000.0,53000.0,2.0,4.0,3.0,1.0,CDM,"Aug 1, 2018",2022,185.42,79.81859410430839,76.0,19600000.0,0.0,0,2,2,76.0,78.25,10.4,74.75,70.0,65.0,70.0,55.5,66.0
503,S. Rudy,28,Germany,80,80,FC Schalke 04,12000000.0,37000.0,2.0,3.0,3.0,1.0,CDM,"Aug 27, 2018",2022,177.8,73.92290249433107,58.0,20400000.0,0.0,0,2,2,80.0,78.25,11.2,75.5,74.71428571428571,73.5,76.0,67.0,59.0
505,V. Wanyama,27,Kenya,80,82,Tottenham Hotspur,14500000.0,86000.0,2.0,3.0,2.0,2.0,CDM,"Jul 1, 2016",2021,182.88,87.07482993197279,89.0,27900000.0,0.0,2,2,3,71.5,80.75,11.8,67.25,77.0,64.0,63.5,57.5,71.0
508,Camacho,28,Spain,80,81,VfL Wolfsburg,13500000.0,51000.0,2.0,3.0,2.0,1.0,CDM,"Jul 8, 2017",2021,182.88,74.82993197278911,85.0,24000000.0,0.0,1,2,3,69.5,79.75,11.0,64.0,75.28571428571429,59.5,71.0,59.0,83.0
522,A. Fernández,32,Argentina,80,80,Beijing Renhe FC,11000000.0,20000.0,2.0,3.0,4.0,1.0,CDM,"Jan 31, 2018",2019,177.8,73.01587301587301,80.0,23700000.0,0.0,0,2,2,79.5,71.25,10.6,72.0,74.57142857142857,67.33333333333333,79.5,70.0,59.0
535,L. Diarra,33,France,80,80,Paris Saint-Germain,6000000.0,75000.0,3.0,3.0,3.0,2.0,CDM,"Jan 23, 2018",2019,175.26,73.92290249433107,77.0,11100000.0,0.0,0,2,3,76.5,79.5,10.2,62.75,79.28571428571429,54.33333333333334,61.5,69.0,59.0
542,I. Denisov,34,Russia,80,80,Lokomotiv Moscow,4500000.0,1000.0,2.0,3.0,3.0,2.0,CDM,"Aug 15, 2013",2019,175.26,69.84126984126982,88.0,9400000.0,0.0,0,2,3,75.5,78.75,12.0,70.25,75.14285714285714,62.16666666666666,68.0,66.0,59.0
547,J. Mascherano,34,Argentina,80,80,Hebei China Fortune FC,4500000.0,20000.0,4.0,3.0,2.0,2.0,CDM,"Jan 26, 2018",2019,175.26,73.01587301587301,88.0,9700000.0,0.0,0,1,3,69.0,81.5,6.8,67.0,76.85714285714286,57.66666666666666,59.5,65.5,66.0
572,L. Tousart,21,France,79,84,Olympique Lyonnais,14500000.0,43000.0,2.0,3.0,3.0,2.0,CDM,"Aug 31, 2015",2023,185.42,82.99319727891157,85.0,28600000.0,0.0,5,2,3,71.0,79.25,13.4,63.0,75.28571428571429,49.66666666666666,59.0,69.0,76.0
573,Marcos Llorente,23,Spain,79,87,Real Madrid,16000000.0,110000.0,1.0,3.0,3.0,1.0,CDM,"Nov 28, 2014",2021,182.88,73.01587301587301,65.0,36000000.0,0.0,8,2,2,73.0,76.75,10.2,66.25,69.57142857142857,50.33333333333334,70.5,60.0,61.0
583,J. Weigl,22,Germany,79,84,Borussia Dortmund,14500000.0,43000.0,3.0,3.0,3.0,1.0,CDM,"Jul 1, 2015",2021,185.42,72.10884353741497,64.0,25700000.0,0.0,5,2,2,76.5,77.25,10.8,69.75,73.14285714285714,50.0,66.5,65.5,63.0
593,I. Marcone,28,Argentina,79,80,Cruz Azul,11500000.0,31000.0,1.0,3.0,3.0,2.0,CDM,"Jul 1, 2018",2023,182.88,82.99319727891157,84.0,20400000.0,0.0,1,2,3,71.0,75.25,13.0,67.5,68.28571428571429,60.83333333333334,62.5,44.0,73.0
597,R. Zobnin,24,Russia,79,86,Spartak Moscow,15000000.0,1000.0,1.0,3.0,4.0,1.0,CDM,"Jul 1, 2016",2021,182.88,74.82993197278911,70.0,34500000.0,0.0,7,3,3,82.0,77.75,11.0,71.0,72.42857142857143,64.0,68.0,76.0,70.0
607,G. Pizarro,28,Argentina,79,79,Tigres U.A.N.L.,10000000.0,58000.0,1.0,3.0,3.0,1.0,CDM,"Jul 2, 2018",2021,185.42,73.92290249433107,87.0,16000000.0,0.0,0,2,3,73.0,77.75,11.4,69.75,71.14285714285714,62.16666666666666,69.0,57.5,68.0
611,D. Baselli,26,Italy,79,82,Torino,15500000.0,49000.0,2.0,3.0,4.0,1.0,CDM,"Jul 10, 2015",2020,182.88,69.84126984126982,65.0,27500000.0,0.0,3,3,2,81.5,65.75,9.8,76.75,73.42857142857143,74.5,77.5,72.0,64.0
618,Roque Mesa,29,Spain,79,79,Sevilla FC,10000000.0,20000.0,2.0,3.0,3.0,3.0,CDM,"Jul 2, 2018",2021,170.18,73.92290249433107,89.0,21000000.0,0.0,0,3,3,76.5,76.0,10.0,65.0,79.71428571428571,53.0,69.0,74.5,32.0
627,D. Demme,26,Germany,79,80,RB Leipzig,12000000.0,50000.0,1.0,4.0,3.0,2.0,CDM,"Jan 8, 2014",2021,170.18,68.02721088435375,82.0,21300000.0,0.0,1,2,3,75.0,75.75,11.8,70.0,80.28571428571429,50.83333333333334,68.5,60.5,57.0
630,J. Veretout,25,France,79,84,Fiorentina,16500000.0,59000.0,1.0,3.0,3.0,2.0,CDM,"Jul 25, 2017",2021,175.26,67.12018140589569,72.0,29300000.0,0.0,5,2,3,77.5,73.25,9.4,76.25,75.28571428571429,73.33333333333333,75.0,69.0,54.0
640,Campaña,25,Spain,79,82,Levante UD,15500000.0,28000.0,1.0,3.0,3.0,2.0,CDM,"Aug 15, 2016",2020,177.8,69.84126984126982,66.0,33700000.0,0.0,3,2,2,79.0,73.0,8.4,73.5,71.71428571428571,75.33333333333333,74.0,63.0,65.0
650,J. Guilavogui,27,France,79,80,VfL Wolfsburg,12000000.0,46000.0,2.0,3.0,2.0,1.0,CDM,"May 17, 2016",2020,187.96,77.09750566893423,81.0,21300000.0,0.0,1,2,3,70.0,81.0,12.2,63.5,70.14285714285714,56.33333333333334,64.0,68.5,85.0
670,Iborra,30,Spain,79,79,Leicester City,9500000.0,66000.0,2.0,4.0,3.0,2.0,CDM,"Jul 6, 2017",2021,190.5,91.156462585034,75.0,18100000.0,0.0,0,2,2,75.5,77.5,10.8,70.75,63.85714285714285,70.66666666666667,77.0,37.0,79.0
673,Souza,29,Brazil,79,79,Al Ahli,10000000.0,44000.0,2.0,4.0,3.0,2.0,CDM,"Aug 23, 2018",2021,187.96,79.81859410430839,83.0,17000000.0,0.0,0,2,2,74.5,79.0,9.4,64.0,74.85714285714286,65.83333333333333,66.5,69.5,75.0
676,A. Dzagoev,28,Russia,79,79,PFC CSKA Moscow,12500000.0,1000.0,3.0,3.0,4.0,2.0,CDM,"Jan 1, 2008",2019,177.8,74.82993197278911,69.0,27500000.0,0.0,0,3,2,79.5,70.25,12.6,75.5,73.42857142857143,71.83333333333333,78.5,75.0,67.0
678,Y. M'Vila,28,France,79,80,AS Saint-Étienne,11500000.0,36000.0,2.0,3.0,3.0,2.0,CDM,"Jan 12, 2018",2022,182.88,79.81859410430839,83.0,22700000.0,0.0,1,2,2,74.5,75.25,12.0,70.0,73.42857142857143,66.0,56.5,71.5,61.0
686,Fernando,30,Brazil,79,79,Galatasaray SK,9500000.0,57000.0,2.0,2.0,3.0,1.0,CDM,"Aug 4, 2017",2020,182.88,76.19047619047619,84.0,18100000.0,0.0,0,2,3,70.0,80.25,1.0,64.25,74.85714285714286,61.66666666666666,60.5,61.5,70.0
699,M. Schneiderlin,28,France,79,79,Everton,10000000.0,92000.0,2.0,3.0,3.0,1.0,CDM,"Jan 12, 2017",2021,185.42,74.82993197278911,81.0,19000000.0,0.0,0,1,3,74.0,78.25,10.0,68.5,73.57142857142857,62.0,66.0,58.0,69.0
701,P. Wernbloom,32,Sweden,79,79,PAOK,7000000.0,1000.0,2.0,3.0,3.0,2.0,CDM,"Aug 17, 2018",2021,187.96,84.80725623582768,89.0,14700000.0,0.0,0,2,3,71.0,78.5,11.6,64.5,70.28571428571429,62.5,73.0,58.0,86.0
705,N. Şahin,29,Turkey,79,79,SV Werder Bremen,10000000.0,32000.0,3.0,3.0,3.0,1.0,CDM,"Aug 31, 2018",2020,180.34,73.01587301587301,66.0,17000000.0,1.0,0,2,2,78.5,76.25,11.8,81.75,73.57142857142857,70.33333333333333,74.5,37.0,64.0
720,D. Baier,34,Germany,79,79,FC Augsburg,3800000.0,28000.0,2.0,3.0,3.0,2.0,CDM,"Jan 31, 2010",2019,175.26,78.0045351473923,67.0,6500000.0,0.0,0,2,3,77.0,77.0,8.2,73.75,75.42857142857143,59.66666666666666,69.0,48.0,52.0
733,S. Ascacíbar,21,Argentina,78,84,VfB Stuttgart,12000000.0,24000.0,1.0,3.0,3.0,2.0,CDM,"Aug 22, 2017",2023,167.64,69.84126984126982,90.0,22800000.0,0.0,6,2,3,64.5,80.75,8.8,62.25,77.28571428571429,49.16666666666666,45.5,70.0,55.0
737,Sidney Pessinho,26,Brazil,78,78,Internacional,9000000.0,27000.0,1.0,3.0,2.0,2.0,CDM,"Jan 1, 2018",2021,187.96,84.80725623582768,77.0,17100000.0,0.0,0,3,3,71.5,77.0,9.6,67.0,68.42857142857143,71.0,62.0,72.0,62.0
765,Petros,29,Brazil,78,78,Al Nassr,10000000.0,43000.0,1.0,3.0,4.0,1.0,CDM,"Jul 1, 2018",2020,180.34,77.09750566893423,83.0,17000000.0,0.0,0,2,3,77.5,71.25,12.4,66.0,73.57142857142857,60.83333333333334,70.0,72.5,57.0
786,W. Barrios,24,Colombia,78,85,Boca Juniors,12500000.0,20000.0,1.0,3.0,3.0,1.0,CDM,"Aug 26, 2016",2021,177.8,71.20181405895691,84.0,20000000.0,0.0,7,2,3,67.5,79.75,14.2,56.0,78.42857142857143,36.0,62.5,73.5,59.0
798,R. Gagliardini,24,Italy,78,82,Inter,11500000.0,46000.0,2.0,2.0,3.0,1.0,CDM,"Aug 1, 2017",2023,190.5,77.09750566893423,74.0,20400000.0,0.0,4,2,3,76.0,77.75,8.4,71.25,70.28571428571429,58.16666666666666,70.5,68.0,73.0
805,Omar Mascarell,25,Spain,78,80,FC Schalke 04,10500000.0,29000.0,1.0,4.0,3.0,2.0,CDM,"Jul 1, 2018",2022,180.34,76.19047619047619,70.0,18600000.0,0.0,2,1,2,77.5,74.75,8.6,67.25,74.0,65.5,68.0,64.5,56.0
835,Fernando,26,Brazil,78,81,Spartak Moscow,11000000.0,1000.0,1.0,3.0,3.0,3.0,CDM,"Jul 18, 2016",2021,175.26,79.81859410430839,80.0,23900000.0,0.0,3,2,2,73.0,76.0,10.4,67.0,75.28571428571429,73.66666666666667,61.0,73.0,62.0
846,Oriol Romeu,26,Spain,78,80,Southampton,10500000.0,46000.0,2.0,3.0,2.0,2.0,CDM,"Aug 12, 2015",2021,182.88,82.99319727891157,88.0,20700000.0,0.0,2,2,3,65.5,77.5,12.6,55.75,68.42857142857143,47.33333333333334,56.5,50.5,67.0
853,O. Özyakup,25,Turkey,78,81,Beşiktaş JK,13000000.0,47000.0,2.0,4.0,4.0,1.0,CDM,"Jun 8, 2012",2022,180.34,74.82993197278911,75.0,25700000.0,0.0,3,2,3,79.0,63.75,10.8,77.5,76.0,76.0,77.0,71.5,50.0
861,J. Baumgartlinger,30,Austria,78,78,Bayer 04 Leverkusen,7500000.0,53000.0,2.0,3.0,2.0,2.0,CDM,"Jul 1, 2016",2020,182.88,86.16780045351473,84.0,12800000.0,0.0,0,2,3,69.5,77.75,11.0,66.25,74.85714285714286,51.0,63.0,69.5,69.0
865,N. Gudelj,26,Serbia,78,80,Sporting CP,10500000.0,19000.0,2.0,2.0,3.0,2.0,CDM,,"Jun 30, 2019",187.96,73.01587301587301,83.0,,0.0,2,2,2,69.5,73.75,10.6,74.25,72.85714285714286,76.33333333333333,69.0,62.0,75.0
872,Hernanes,33,Brazil,78,78,Hebei China Fortune FC,6000000.0,19000.0,3.0,5.0,4.0,2.0,CDM,"Feb 9, 2017",2019,180.34,77.09750566893423,54.0,12900000.0,0.0,0,2,2,76.5,66.5,5.0,78.75,71.28571428571429,77.16666666666667,71.0,61.5,60.0
876,Javi García,31,Spain,78,78,Real Betis,7000000.0,23000.0,2.0,3.0,3.0,2.0,CDM,"Aug 14, 2017",2020,185.42,82.08616780045352,86.0,14700000.0,0.0,0,2,3,71.5,75.0,11.6,66.25,73.42857142857143,59.16666666666666,62.5,62.0,86.0
917,C. Grenier,27,France,77,78,Stade Rennais FC,10000000.0,32000.0,2.0,4.0,4.0,2.0,CDM,"Jul 24, 2018",2021,185.42,72.10884353741497,63.0,19800000.0,0.0,1,2,2,78.0,57.5,10.4,78.0,68.28571428571429,79.0,79.0,56.5,73.0
918,T. Strobl,28,Germany,77,77,Borussia Mönchengladbach,7000000.0,27000.0,2.0,3.0,2.0,2.0,CDM,"Jul 1, 2016",2020,187.96,77.09750566893423,83.0,11900000.0,0.0,0,2,2,58.5,79.25,11.0,59.75,66.14285714285714,51.16666666666666,60.5,53.0,69.0
923,K. El Ahmadi,33,Morocco,77,77,Al Ittihad,3600000.0,35000.0,2.0,2.0,3.0,2.0,CDM,"Jul 9, 2018",2020,180.34,71.20181405895691,83.0,6100000.0,0.0,0,2,2,74.5,73.25,12.2,70.0,75.28571428571429,63.5,69.0,64.0,60.0
929,Javi Fuego,34,Spain,77,77,Villarreal CF,2700000.0,28000.0,2.0,3.0,2.0,2.0,CDM,"Jan 30, 2018",2020,182.88,73.92290249433107,82.0,5700000.0,0.0,0,2,3,66.0,79.75,11.6,65.0,72.0,62.66666666666666,64.0,47.5,60.0
959,M. Elneny,25,Egypt,77,79,Arsenal,9000000.0,76000.0,1.0,3.0,3.0,1.0,CDM,"Jan 14, 2016",2022,180.34,73.92290249433107,73.0,17800000.0,0.0,2,2,3,72.0,74.5,11.0,65.5,72.57142857142857,64.5,66.5,59.0,57.0
960,D. Torres,28,Colombia,77,77,Deportivo Alavés,7000000.0,24000.0,1.0,3.0,3.0,2.0,CDM,"Jul 20, 2016",2020,182.88,81.17913832199547,87.0,14700000.0,0.0,0,2,3,69.5,76.0,12.2,64.25,75.0,61.33333333333334,66.5,55.0,61.0
971,Victor Sánchez,30,Spain,77,77,RCD Espanyol,6500000.0,26000.0,1.0,3.0,3.0,2.0,CDM,"Jan 1, 2012",2021,175.26,72.10884353741497,83.0,13700000.0,0.0,0,1,3,72.0,76.0,9.4,72.0,72.71428571428571,65.5,72.0,59.5,70.0
991,C. Borges,30,Costa Rica,77,77,Göztepe SK,6500000.0,24000.0,2.0,4.0,3.0,2.0,CDM,"Aug 16, 2018",2021,182.88,78.0045351473923,68.0,13000000.0,0.0,0,3,2,74.0,75.25,10.8,72.75,71.0,74.33333333333333,74.5,57.0,68.0
993,Markel Bergara,32,Spain,77,77,Getafe CF,5000000.0,22000.0,1.0,3.0,3.0,2.0,CDM,"Jul 2, 2018",2020,180.34,78.0045351473923,79.0,10500000.0,0.0,0,2,2,67.0,76.75,13.6,64.75,69.0,64.33333333333333,69.5,48.0,62.0
1009,J. McCarthy,27,Republic of Ireland,77,77,Everton,7500000.0,74000.0,2.0,4.0,3.0,2.0,CDM,"Sep 2, 2013",2020,180.34,72.10884353741497,82.0,14300000.0,0.0,0,2,3,74.0,76.75,10.8,71.75,69.14285714285714,62.33333333333334,67.5,59.0,63.0
1014,C. Sánchez,32,Colombia,77,77,West Ham United,5000000.0,65000.0,2.0,3.0,3.0,2.0,CDM,"Aug 9, 2018",2020,182.88,82.08616780045352,80.0,9500000.0,0.0,0,2,2,72.0,75.0,8.8,64.25,69.0,60.0,63.0,67.5,70.0
1042,E. Pulgar,24,Chile,77,82,Bologna,10000000.0,26000.0,1.0,2.0,3.0,1.0,CDM,"Aug 7, 2015",2019,185.42,82.99319727891157,76.0,17800000.0,0.0,5,2,3,76.0,76.0,12.2,65.5,74.57142857142857,59.66666666666666,66.0,67.0,69.0
1057,Rafael Carioca,29,Brazil,77,77,Tigres U.A.N.L.,8500000.0,54000.0,1.0,3.0,3.0,2.0,CDM,"Aug 25, 2017",2020,177.8,72.10884353741497,78.0,13600000.0,0.0,0,2,2,75.0,75.75,11.8,70.25,72.85714285714286,63.16666666666666,72.0,75.0,51.0
1064,O. Yokuşlu,24,Turkey,77,83,RC Celta,10500000.0,19000.0,1.0,4.0,3.0,1.0,CDM,"Jul 2, 2018",2023,190.5,86.16780045351473,81.0,24200000.0,0.0,6,2,3,75.5,74.0,11.6,71.5,72.57142857142857,69.33333333333333,69.5,73.0,78.0
