,name,age,nationality,overall,potential,club,value,wage,international reputation,weak foot,skill moves,body type,position,joined,contract valid until,height,weight,aggression,release clause,preferred foot = left,improvement,attacking rate,defensive rate,control,defending,gk,passing,physical,shooting,skill,speed,heading
980,A. Živković,21,Serbia,77,84,SL Benfica,12500000.0,11000.0,1.0,3.0,4.0,2.0,LW,"Jul 5, 2016",2021,170.18,68.02721088435375,58.0,27500000.0,1.0,7,2,2,81.0,58.5,8.0,75.0,70.0,70.0,75.5,83.5,43.0
1054,R. De Paul,24,Argentina,77,83,Udinese,12000000.0,27000.0,1.0,3.0,4.0,2.0,LW,"Jul 27, 2016",2023,177.8,69.84126984126982,56.0,24000000.0,0.0,6,2,2,82.0,34.0,11.2,70.75,70.57142857142857,73.83333333333333,75.0,76.0,50.0
1143,Vinícius Júnior,17,Brazil,77,92,Real Madrid,17500000.0,66000.0,1.0,4.0,5.0,1.0,LW,"Jul 12, 2018",2025,175.26,73.01587301587301,48.0,46800000.0,0.0,15,3,2,80.5,25.25,7.2,63.5,75.57142857142857,69.33333333333333,71.5,93.0,50.0
1159,F. Kamano,22,Guinea,77,82,FC Girondins de Bordeaux,12000000.0,39000.0,1.0,4.0,4.0,2.0,LW,"Jul 27, 2016",2020,175.26,77.09750566893423,59.0,23700000.0,0.0,5,2,2,77.0,30.0,11.8,66.0,69.14285714285714,69.5,72.5,89.5,49.0
1269,M. Niang,23,Senegal,76,81,Stade Rennais FC,10500000.0,37000.0,2.0,4.0,3.0,3.0,LW,,"Jun 30, 2019",182.88,78.0045351473923,50.0,,0.0,5,2,1,80.5,26.0,4.4,66.0,69.14285714285714,71.83333333333333,74.5,88.0,64.0
1288,F. Di Francesco,24,Italy,76,79,Sassuolo,10000000.0,44000.0,1.0,4.0,4.0,1.0,LW,"Jul 5, 2018",2021,170.18,74.82993197278911,42.0,17800000.0,0.0,3,2,2,82.5,39.0,8.4,73.25,69.57142857142857,70.0,71.0,82.5,40.0
1342,F. Borini,27,Italy,76,76,Milan,8000000.0,76000.0,2.0,3.0,4.0,1.0,LW,"Jul 1, 2018",2021,180.34,73.92290249433107,72.0,13600000.0,0.0,0,3,2,78.5,38.5,8.6,71.75,73.42857142857143,71.83333333333333,75.0,76.0,74.0
1379,S. Blanco,30,Argentina,76,76,Portland Timbers,7500000.0,9000.0,1.0,3.0,3.0,2.0,LW,"Feb 2, 2017",2018,167.64,63.94557823129252,79.0,11300000.0,0.0,0,2,2,76.0,29.25,10.0,72.75,73.71428571428571,68.66666666666667,72.5,77.0,66.0
1385,S. Hanni,27,Algeria,76,77,Spartak Moscow,9000000.0,1000.0,1.0,4.0,4.0,2.0,LW,"Jan 31, 2018",2021,177.8,72.10884353741497,53.0,19600000.0,0.0,1,3,2,76.0,52.5,8.6,71.75,68.28571428571429,72.16666666666667,76.0,75.0,57.0
1387,C. Théréau,35,France,76,76,Fiorentina,3400000.0,40000.0,2.0,4.0,4.0,1.0,LW,"Aug 31, 2017",2019,187.96,78.91156462585032,60.0,5700000.0,0.0,0,2,1,80.0,29.5,9.4,71.5,69.57142857142857,72.5,79.0,68.0,76.0
1423,V. Eysseric,26,France,76,77,Fiorentina,9000000.0,53000.0,2.0,4.0,3.0,2.0,LW,"Aug 9, 2017",2021,180.34,73.01587301587301,66.0,16000000.0,0.0,1,2,2,79.0,38.0,10.2,76.75,66.71428571428571,74.0,77.0,69.0,52.0
1449,J. Campbell,26,Costa Rica,76,77,Frosinone,9000000.0,19000.0,2.0,2.0,4.0,2.0,LW,"Aug 16, 2018",2021,177.8,72.10884353741497,70.0,16900000.0,1.0,1,3,2,77.5,39.75,13.2,70.5,74.42857142857143,73.66666666666667,72.5,84.0,52.0
1515,J. Brekalo,20,Croatia,76,84,VfL Wolfsburg,11500000.0,33000.0,1.0,3.0,4.0,1.0,LW,"Jul 1, 2016",2023,175.26,69.84126984126982,38.0,21900000.0,0.0,8,2,2,81.5,34.5,8.2,67.0,70.0,64.0,68.5,82.5,45.0
1520,M. Pjaca,23,Croatia,76,83,Fiorentina,11000000.0,75000.0,2.0,4.0,3.0,2.0,LW,,"Jun 30, 2019",185.42,82.99319727891157,50.0,,0.0,7,3,2,86.5,36.75,9.4,73.0,72.57142857142857,72.5,65.0,78.5,68.0
1527,F. Kainz,25,Austria,76,77,SV Werder Bremen,9000000.0,28000.0,1.0,5.0,4.0,1.0,LW,"Jul 1, 2016",2020,175.26,71.20181405895691,37.0,16000000.0,0.0,1,2,2,81.0,33.5,11.2,67.5,71.71428571428571,68.0,66.5,81.0,43.0
1658,Ivan Cavaleiro,24,Portugal,75,78,Wolverhampton Wanderers,8500000.0,54000.0,1.0,4.0,4.0,3.0,LW,"Aug 31, 2016",2021,175.26,79.81859410430839,68.0,16800000.0,0.0,3,3,2,78.5,36.0,12.4,66.25,67.14285714285714,69.5,72.0,86.5,61.0
1709,José Mirazar,34,Brazil,75,75,Grêmio,3400000.0,29000.0,1.0,3.0,3.0,2.0,LW,"Jan 1, 2018",2021,180.34,73.92290249433107,34.0,6100000.0,1.0,0,2,2,77.5,30.5,10.0,72.5,69.57142857142857,70.33333333333333,75.5,75.5,68.0
1818,S. Larsson,25,Sweden,75,77,Feyenoord,8000000.0,14000.0,1.0,2.0,5.0,2.0,LW,"Aug 21, 2017",2021,177.8,69.84126984126982,47.0,11800000.0,0.0,2,2,2,81.0,37.0,11.6,69.0,69.85714285714286,72.33333333333333,71.5,74.0,40.0
1820,J. Kluivert,19,Netherlands,75,86,Roma,11000000.0,28000.0,1.0,4.0,4.0,2.0,LW,"Jul 1, 2018",2023,170.18,66.21315192743764,66.0,20900000.0,0.0,11,3,2,80.0,32.75,8.8,64.5,72.14285714285714,69.83333333333333,68.5,89.5,52.0
1843,Córdoba,21,Spain,75,83,Athletic Club de Bilbao,10000000.0,18000.0,1.0,4.0,4.0,1.0,LW,"Jul 1, 2015",2022,180.34,73.01587301587301,68.0,23000000.0,1.0,8,3,2,78.0,56.5,10.8,64.5,70.71428571428571,64.16666666666667,69.5,83.5,51.0
1859,A. Younes,24,Germany,75,76,Napoli,8000000.0,47000.0,2.0,3.0,4.0,2.0,LW,"Jul 1, 2018",2022,167.64,71.20181405895691,55.0,14200000.0,0.0,1,2,2,86.0,35.0,13.0,63.0,69.71428571428571,60.66666666666666,75.0,79.5,44.0
1910,Sabin Merino,26,Spain,75,76,CD Leganés,8000000.0,23000.0,1.0,3.0,4.0,2.0,LW,,"Jun 30, 2019",187.96,74.82993197278911,60.0,,0.0,1,2,2,78.0,51.25,10.4,69.0,61.85714285714285,69.0,76.0,73.5,80.0
1991,A. Limbombe,23,Belgium,75,79,FC Nantes,8500000.0,21000.0,1.0,5.0,4.0,2.0,LW,"Aug 23, 2018",2023,175.26,77.09750566893423,61.0,16800000.0,0.0,4,3,2,77.0,55.5,10.4,70.25,73.85714285714286,68.0,61.0,89.0,36.0
2067,L. Krejčí,25,Czech Republic,75,75,Bologna,7000000.0,30000.0,2.0,2.0,4.0,1.0,LW,"Jul 7, 2016",2020,180.34,68.02721088435375,68.0,11900000.0,1.0,0,3,2,78.5,47.75,11.6,73.75,72.28571428571429,72.0,73.5,79.0,40.0
2093,A. Di Gaudio,28,Italy,74,74,Parma,5500000.0,39000.0,1.0,4.0,4.0,2.0,LW,"Jul 26, 2017",2020,170.18,63.03854875283447,38.0,9900000.0,0.0,0,3,2,75.5,28.25,6.6,62.25,71.71428571428571,59.33333333333334,67.5,88.5,40.0
2213,E. Mor,20,Turkey,74,83,RC Celta,8500000.0,16000.0,1.0,3.0,4.0,1.0,LW,"Aug 29, 2017",2022,170.18,63.94557823129252,55.0,19600000.0,1.0,9,2,1,80.5,27.0,9.8,60.75,69.28571428571429,57.5,66.5,84.5,44.0
2245,E. Cardona,25,Colombia,74,75,Boca Juniors,6500000.0,39000.0,2.0,4.0,3.0,3.0,LW,,"Dec 31, 2018",185.42,93.87755102040815,79.0,,0.0,1,2,1,78.5,42.0,11.6,75.5,68.0,78.5,74.0,59.0,60.0
2300,N. De Préville,27,France,74,74,FC Girondins de Bordeaux,6000000.0,36000.0,2.0,3.0,3.0,2.0,LW,"Aug 31, 2017",2021,177.8,77.09750566893423,72.0,11400000.0,0.0,0,3,2,74.5,34.5,10.4,71.5,70.14285714285714,73.5,73.0,77.0,69.0
2443,A. Mitriţă,23,Romania,74,80,,0.0,0.0,1.0,5.0,3.0,1.0,LW,,,170.18,64.85260770975057,49.0,,0.0,6,3,2,76.0,25.5,8.8,63.5,67.71428571428571,62.16666666666666,70.5,87.0,31.0
2493,J. Plata,26,Ecuador,74,74,Real Salt Lake,6000000.0,9000.0,1.0,2.0,3.0,2.0,LW,"Jan 1, 2013",2018,157.48,60.770975056689345,52.0,9000000.0,0.0,0,3,2,72.0,29.75,12.2,66.5,74.14285714285714,69.5,72.5,88.0,58.0
2521,M. Vargas,21,Argentina,74,85,Vélez Sarsfield,9500000.0,12000.0,1.0,3.0,4.0,2.0,LW,"May 1, 2015",2020,167.64,66.21315192743764,42.0,16200000.0,0.0,11,3,2,78.0,36.5,10.8,67.75,72.85714285714286,63.66666666666666,70.0,85.0,39.0
2585,A. Ragusa,28,Italy,74,74,Hellas Verona,5500000.0,46000.0,1.0,3.0,4.0,2.0,LW,,"Jun 30, 2019",182.88,78.0045351473923,57.0,,0.0,0,3,2,77.0,39.25,11.2,68.25,71.28571428571429,62.5,67.0,87.5,59.0
2597,J. Gallardo,23,Mexico,74,80,Monterrey,7500000.0,32000.0,1.0,1.0,3.0,2.0,LW,"Jul 1, 2018",2023,175.26,68.02721088435375,50.0,14300000.0,1.0,6,3,1,74.0,65.75,9.4,64.25,72.0,62.5,71.0,78.0,60.0
2608,S. Araujo,26,Argentina,73,76,UD Las Palmas,5000000.0,11000.0,1.0,4.0,3.0,2.0,LW,"Jun 26, 2015",2023,180.34,78.91156462585032,32.0,8400000.0,0.0,3,2,1,78.5,28.5,12.0,63.0,67.85714285714286,70.33333333333333,69.5,74.0,60.0
2656,Nildo Petrolina,32,Brazil,73,73,CD Aves,3100000.0,12000.0,1.0,4.0,3.0,1.0,LW,"Jul 1, 2017",2019,175.26,60.770975056689345,65.0,6500000.0,1.0,0,3,3,75.0,55.25,14.0,68.0,71.28571428571429,69.66666666666667,70.0,81.5,71.0
2832,Pedro Rocha,23,Brazil,73,79,Spartak Moscow,5500000.0,1000.0,1.0,3.0,3.0,1.0,LW,"Aug 31, 2017",2021,177.8,73.92290249433107,42.0,12700000.0,0.0,6,3,2,73.5,32.5,10.2,65.5,67.28571428571429,57.16666666666666,69.5,79.0,67.0
2898,Galeno,20,Brazil,73,84,Rio Ave FC,7000000.0,9000.0,1.0,3.0,4.0,1.0,LW,,"Jun 30, 2019",182.88,72.10884353741497,52.0,,0.0,11,2,2,76.0,31.75,11.6,61.75,70.42857142857143,66.66666666666667,70.5,84.0,41.0
2919,C. Ninga,25,Chad,73,78,Stade Malherbe Caen,5500000.0,20000.0,1.0,3.0,3.0,2.0,LW,"Jul 4, 2018",2022,185.42,81.17913832199547,69.0,11400000.0,0.0,5,3,2,68.5,23.25,10.0,64.5,72.28571428571429,68.5,64.5,90.0,63.0
2931,J. Ramírez,25,Argentina,73,75,Club Atlético Talleres,4800000.0,14000.0,1.0,3.0,3.0,2.0,LW,"Jul 8, 2016",2019,175.26,68.02721088435375,70.0,7600000.0,1.0,2,2,2,77.0,65.0,10.0,66.25,66.28571428571429,65.83333333333333,71.0,76.0,47.0
3006,Paulinho,32,Brazil,73,73,BK Häcken,3100000.0,5000.0,1.0,4.0,4.0,2.0,LW,"Jul 15, 2015",2019,175.26,74.82993197278911,76.0,3900000.0,0.0,0,2,2,75.5,21.25,3.0,63.0,74.42857142857143,71.5,72.5,75.5,41.0
3081,N. Radonjić,22,Serbia,73,80,Olympique de Marseille,5500000.0,31000.0,1.0,4.0,3.0,1.0,LW,"Aug 30, 2018",2023,185.42,76.19047619047619,36.0,11600000.0,0.0,7,2,2,74.0,25.5,9.8,71.75,65.28571428571429,62.33333333333334,70.5,81.0,38.0
3148,R. Kishna,23,Netherlands,73,77,ADO Den Haag,5000000.0,32000.0,2.0,3.0,5.0,2.0,LW,,"Jun 30, 2019",182.88,77.09750566893423,38.0,,1.0,4,2,1,81.5,29.5,10.2,66.25,56.57142857142857,64.33333333333333,67.0,75.0,57.0
3172,G. Wikheim,25,Norway,73,76,FC Midtjylland,5000000.0,20000.0,1.0,4.0,4.0,1.0,LW,"Jan 1, 2016",2019,182.88,69.84126984126982,54.0,6900000.0,0.0,3,3,1,76.0,43.0,13.2,63.75,65.85714285714286,52.16666666666666,67.0,90.5,49.0
3252,João Félix,18,Portugal,72,88,SL Benfica,6500000.0,5000.0,1.0,3.0,4.0,1.0,LW,"Sep 29, 2016",2023,180.34,69.84126984126982,51.0,17100000.0,0.0,16,3,1,77.5,35.75,13.2,68.25,73.71428571428571,63.33333333333334,67.0,78.5,58.0
3281,D. Malen,19,Netherlands,72,83,PSV,5000000.0,6000.0,1.0,3.0,4.0,2.0,LW,"Aug 31, 2017",2020,177.8,78.0045351473923,58.0,8000000.0,0.0,11,2,2,75.5,19.0,9.8,58.75,73.57142857142857,61.33333333333334,65.5,89.0,58.0
3294,Pedro Nuno,23,Portugal,72,79,Moreirense FC,4400000.0,5000.0,1.0,3.0,3.0,1.0,LW,"Jul 9, 2018",2021,175.26,68.02721088435375,66.0,10000000.0,0.0,7,2,2,75.0,35.25,11.4,67.5,67.85714285714286,70.83333333333333,67.5,68.0,40.0
3307,M. Barrow,25,Gambia,72,73,Reading,3700000.0,25000.0,1.0,2.0,3.0,1.0,LW,"Aug 3, 2017",2021,175.26,63.03854875283447,49.0,7300000.0,1.0,1,2,1,70.5,37.0,11.0,61.5,68.85714285714286,61.33333333333334,69.0,93.5,47.0
3374,D. Verde,22,Italy,72,82,Real Valladolid CF,5000000.0,35000.0,1.0,3.0,4.0,2.0,LW,,"Jun 30, 2019",167.64,63.94557823129252,58.0,,1.0,10,2,2,77.5,34.25,10.8,64.25,65.57142857142857,69.33333333333333,66.5,86.0,46.0
3391,S. Adegbenro,22,Nigeria,72,80,Rosenborg BK,4600000.0,6000.0,1.0,4.0,3.0,2.0,LW,"Aug 15, 2017",2021,177.8,74.82993197278911,64.0,6900000.0,0.0,8,3,2,74.5,35.25,11.0,58.25,77.28571428571429,63.83333333333334,68.0,89.5,63.0
3409,Y. Orozco,27,Venezuela,72,72,Deportes Tolima,3300000.0,4000.0,1.0,4.0,3.0,2.0,LW,"Jan 1, 2018",2022,167.64,73.01587301587301,39.0,4600000.0,0.0,0,2,2,75.0,34.0,11.4,62.5,68.42857142857143,57.83333333333334,71.0,76.0,55.0
3512,F. Ricci,24,Italy,72,75,Benevento,3900000.0,31000.0,1.0,3.0,3.0,2.0,LW,,"Jun 30, 2019",175.26,63.03854875283447,61.0,,1.0,3,3,2,76.5,48.25,9.4,64.5,60.42857142857143,60.5,68.5,78.0,42.0
3519,M. Sprocati,24,Italy,72,75,Parma,3900000.0,29000.0,1.0,4.0,3.0,2.0,LW,,"Jun 30, 2019",172.72,74.82993197278911,26.0,,0.0,3,3,2,76.0,20.0,9.6,66.25,63.42857142857143,59.66666666666666,67.0,74.5,33.0
3527,H. Bandé,19,Burkina Faso,72,84,Ajax,5500000.0,7000.0,1.0,4.0,3.0,2.0,LW,"Jul 1, 2018",2023,177.8,68.02721088435375,61.0,8800000.0,0.0,12,3,2,74.5,25.5,11.4,61.0,71.14285714285714,58.0,65.0,84.0,55.0
3646,O. Idrissi,22,Netherlands,72,79,AZ Alkmaar,4400000.0,11000.0,1.0,2.0,4.0,2.0,LW,"Jan 17, 2018",2022,182.88,78.0045351473923,68.0,7400000.0,0.0,7,3,2,79.0,25.5,13.0,66.75,67.28571428571429,69.16666666666667,59.5,83.5,58.0
3775,R. Sallai,21,Hungary,72,80,SC Freiburg,4600000.0,13000.0,1.0,3.0,3.0,1.0,LW,"Aug 31, 2018",2022,182.88,77.09750566893423,59.0,9200000.0,0.0,8,2,2,75.5,36.5,9.2,67.0,62.0,57.83333333333334,71.5,75.0,49.0
3811,Camacho,24,Portugal,72,78,CD Nacional,4300000.0,9000.0,1.0,3.0,3.0,2.0,LW,"Jan 1, 2014",2022,170.18,74.82993197278911,45.0,9800000.0,0.0,6,3,2,74.5,29.25,13.8,61.5,68.14285714285714,70.0,67.0,78.5,43.0
3852,B. Linssen,27,Netherlands,72,72,Vitesse,3300000.0,12000.0,1.0,3.0,3.0,2.0,LW,"Jul 3, 2017",2020,170.18,69.84126984126982,70.0,4900000.0,0.0,0,3,2,73.5,32.25,10.2,66.25,74.0,69.83333333333333,69.5,79.0,72.0
3862,J. Murphy,28,Scotland,72,72,Rangers FC,3100000.0,39000.0,1.0,4.0,3.0,1.0,LW,"Jun 9, 2018",2021,177.8,72.10884353741497,58.0,5700000.0,0.0,0,2,2,73.5,46.5,14.8,66.0,73.28571428571429,67.16666666666667,67.5,80.0,49.0
3869,Diogo Gonçalves,21,Portugal,72,81,Nottingham Forest,4800000.0,7000.0,1.0,4.0,4.0,1.0,LW,,"Jun 30, 2019",177.8,71.20181405895691,58.0,,0.0,9,2,2,76.0,38.0,10.0,60.25,73.14285714285714,71.66666666666667,71.5,81.5,60.0
3923,D. Rossi,20,Uruguay,72,83,Los Angeles FC,5500000.0,5000.0,1.0,4.0,4.0,2.0,LW,"Dec 14, 2017",2020,170.18,68.02721088435375,45.0,9400000.0,0.0,11,3,1,74.5,26.0,13.4,64.5,67.0,59.66666666666666,70.5,83.5,44.0
3926,Sebá,26,Brazil,72,73,Chongqing Dangdai Lifan FC SWM Team,3700000.0,9000.0,1.0,3.0,3.0,2.0,LW,"Jul 3, 2018",2021,177.8,73.01587301587301,74.0,8100000.0,1.0,1,2,2,72.5,49.5,8.2,67.75,72.0,68.0,69.5,86.0,57.0
3970,S. Berahino,24,Burundi,71,76,Stoke City,3200000.0,25000.0,2.0,4.0,3.0,2.0,LW,"Jan 20, 2017",2022,180.34,82.08616780045352,43.0,6300000.0,0.0,5,2,2,72.0,23.5,11.4,57.75,65.14285714285714,67.66666666666667,63.0,73.5,66.0
3994,R. Kent,21,England,71,82,Rangers FC,4100000.0,42000.0,1.0,5.0,4.0,1.0,LW,,"Jun 30, 2019",172.72,64.85260770975057,41.0,,0.0,11,3,2,74.5,21.0,8.6,58.5,67.42857142857143,54.33333333333334,64.0,89.0,36.0
4126,Nuno Santos,23,Portugal,71,76,Rio Ave FC,3200000.0,6000.0,1.0,3.0,4.0,2.0,LW,"Jul 1, 2017",2022,177.8,73.01587301587301,67.0,6900000.0,1.0,5,3,2,75.0,30.75,10.6,67.5,66.71428571428571,70.66666666666667,66.0,78.5,57.0
4180,B. McKay,23,Scotland,71,78,Swansea City,3300000.0,17000.0,1.0,4.0,3.0,2.0,LW,"Jul 31, 2018",2021,175.26,67.12018140589569,38.0,7000000.0,0.0,7,2,1,71.0,39.25,11.6,61.5,64.28571428571429,61.83333333333334,68.0,88.0,37.0
4217,Shikabala,32,Egypt,71,71,,0.0,0.0,1.0,3.0,5.0,2.0,LW,,,182.88,73.92290249433107,34.0,,1.0,0,2,1,76.0,44.75,10.6,66.0,69.42857142857143,73.33333333333333,66.5,77.0,43.0
4248,J. McClean,29,Republic of Ireland,71,71,Stoke City,2300000.0,30000.0,2.0,2.0,3.0,1.0,LW,"Jul 24, 2018",2022,180.34,69.84126984126982,88.0,4400000.0,1.0,0,3,3,73.0,57.0,13.6,66.25,71.14285714285714,66.16666666666667,69.5,76.5,67.0
4307,João Teixeira,24,Portugal,71,75,GD Chaves,3100000.0,7000.0,1.0,3.0,3.0,1.0,LW,"Jul 2, 2018",2022,177.8,72.10884353741497,68.0,6700000.0,0.0,4,2,2,73.5,58.0,10.0,62.5,69.85714285714286,66.0,70.5,77.0,50.0
