,name,age,nationality,overall,potential,club,value,wage,international reputation,weak foot,skill moves,body type,position,joined,contract valid until,height,weight,aggression,release clause,preferred foot = left,improvement,attacking rate,defensive rate,control,defending,gk,passing,physical,shooting,skill,speed,heading
274,S. Coates,27,Uruguay,82,83,Sporting CP,21000000.0,19000.0,3.0,3.0,2.0,2.0,CB,"Jan 31, 2017",2022,195.58,92.06349206349206,83.0,43600000.0,0.0,1,2,2,63.0,83.5,14.6,49.5,62.85714285714285,40.833333333333336,49.5,55.0,80.0
277,Víctor Ruiz,29,Spain,82,83,Villarreal CF,19500000.0,43000.0,2.0,2.0,2.0,2.0,CB,"Jul 1, 2015",2019,185.42,78.0045351473923,82.0,42400000.0,1.0,1,2,2,62.0,83.25,9.2,59.25,71.57142857142857,48.83333333333334,47.5,57.0,77.0
281,S. Mustafi,26,Germany,82,84,Arsenal,22500000.0,115000.0,3.0,3.0,2.0,2.0,CB,"Aug 30, 2016",2021,182.88,82.08616780045352,82.0,44400000.0,0.0,2,2,3,61.5,81.5,10.2,62.5,73.42857142857143,55.33333333333334,52.5,61.5,81.0
300,A. Rami,32,France,82,82,Olympique de Marseille,12500000.0,57000.0,3.0,3.0,2.0,2.0,CB,"Jul 13, 2017",2021,190.5,89.79591836734693,83.0,23800000.0,0.0,0,3,3,62.0,81.5,4.2,53.75,73.0,54.33333333333334,34.0,59.5,77.0
301,V. Ćorluka,32,Croatia,82,82,Lokomotiv Moscow,12500000.0,1000.0,3.0,3.0,3.0,2.0,CB,"Jun 27, 2012",2020,193.04,83.90022675736961,81.0,26300000.0,0.0,0,3,2,69.0,80.25,11.2,62.0,72.14285714285714,56.0,52.5,57.0,83.0
303,F. Fazio,31,Argentina,82,82,Roma,15000000.0,73000.0,3.0,2.0,2.0,2.0,CB,"Jul 15, 2017",2020,195.58,84.80725623582768,84.0,25500000.0,0.0,0,2,2,60.0,83.25,10.8,51.25,62.42857142857143,39.833333333333336,39.5,39.5,89.0
305,Marcano,31,Spain,82,82,Roma,15000000.0,73000.0,3.0,3.0,2.0,1.0,CB,"Jul 1, 2018",2021,187.96,77.09750566893423,82.0,25500000.0,1.0,0,2,2,60.5,82.75,12.2,56.5,72.85714285714286,45.16666666666666,39.0,68.0,83.0
307,E. Garay,31,Argentina,82,82,Valencia CF,15000000.0,44000.0,3.0,3.0,2.0,2.0,CB,"Aug 31, 2016",2020,187.96,89.79591836734693,77.0,31500000.0,0.0,0,2,2,66.5,82.25,12.0,63.0,66.85714285714286,66.66666666666667,52.5,35.0,80.0
308,Jardel,32,Brazil,82,82,SL Benfica,12500000.0,17000.0,2.0,2.0,2.0,2.0,CB,"Jan 1, 2011",2021,193.04,87.07482993197279,83.0,25000000.0,0.0,0,2,3,56.0,82.25,11.4,48.5,64.42857142857143,42.5,39.5,56.5,85.0
311,L. Koscielny,32,France,82,82,Arsenal,12500000.0,115000.0,3.0,3.0,2.0,1.0,CB,"Jul 7, 2010",2020,185.42,74.82993197278911,86.0,23800000.0,0.0,0,2,3,64.0,82.75,10.2,58.0,70.28571428571429,42.5,48.5,65.0,80.0
322,M. Akanji,22,Switzerland,81,87,Borussia Dortmund,21000000.0,49000.0,2.0,3.0,2.0,2.0,CB,"Jan 15, 2018",2022,187.96,84.80725623582768,75.0,39900000.0,0.0,6,2,3,71.0,81.25,9.4,61.25,75.71428571428571,41.333333333333336,49.5,79.0,75.0
327,E. Bailly,24,Ivory Coast,81,87,Manchester United,21000000.0,105000.0,2.0,3.0,2.0,2.0,CB,"Jul 1, 2016",2020,185.42,77.09750566893423,87.0,43100000.0,0.0,6,2,3,62.5,81.5,11.0,54.75,73.28571428571429,45.16666666666666,50.5,73.5,79.0
336,A. Christensen,22,Denmark,81,88,Chelsea,21500000.0,91000.0,2.0,3.0,2.0,1.0,CB,"Apr 10, 2013",2022,187.96,81.17913832199547,73.0,44100000.0,0.0,7,1,2,71.0,83.0,8.8,55.75,70.42857142857143,29.5,47.0,68.0,80.0
349,M. Nastasić,25,Serbia,81,84,FC Schalke 04,18500000.0,36000.0,2.0,2.0,2.0,2.0,CB,"Jan 14, 2015",2022,187.96,82.99319727891157,78.0,32800000.0,1.0,3,1,3,54.0,82.75,13.2,55.0,72.14285714285714,48.0,42.5,71.0,78.0
368,D. Lovren,28,Croatia,81,82,Liverpool,16000000.0,115000.0,2.0,4.0,2.0,2.0,CB,"Jul 27, 2014",2021,187.96,83.90022675736961,87.0,31600000.0,0.0,1,2,3,65.0,81.5,11.6,59.0,66.71428571428571,37.66666666666666,38.5,54.5,80.0
369,G. Medel,30,Chile,81,81,Beşiktaş JK,13000000.0,56000.0,3.0,4.0,3.0,3.0,CB,"Aug 11, 2017",2020,170.18,64.85260770975057,89.0,24700000.0,0.0,0,2,3,67.0,81.75,8.4,66.25,83.42857142857143,48.83333333333334,65.0,71.0,68.0
373,K. Vogt,26,Germany,81,82,TSG 1899 Hoffenheim,17500000.0,42000.0,2.0,3.0,2.0,2.0,CB,"Jul 1, 2016",2022,193.04,84.80725623582768,81.0,31100000.0,0.0,1,3,2,69.0,80.5,9.6,68.25,67.85714285714286,58.33333333333334,61.0,74.0,79.0
377,C. Smalling,28,England,81,82,Manchester United,16000000.0,130000.0,3.0,3.0,2.0,1.0,CB,"Jul 1, 2010",2019,193.04,81.17913832199547,83.0,30800000.0,0.0,1,2,3,58.5,81.0,14.2,56.75,68.0,42.333333333333336,48.5,67.5,82.0
383,O. Toprak,28,Turkey,81,82,Borussia Dortmund,16000000.0,59000.0,3.0,4.0,2.0,2.0,CB,"Jul 1, 2017",2021,185.42,82.99319727891157,70.0,28400000.0,0.0,1,2,2,67.0,81.5,11.4,60.25,72.71428571428571,39.833333333333336,47.0,77.0,80.0
386,B. Höwedes,30,Germany,81,81,Lokomotiv Moscow,13000000.0,1000.0,3.0,3.0,2.0,2.0,CB,"Jul 31, 2018",2022,187.96,77.09750566893423,78.0,27300000.0,0.0,0,2,2,62.0,81.75,9.2,59.75,71.85714285714286,47.5,54.0,52.0,83.0
387,S. Kjær,29,Denmark,81,81,Sevilla FC,14000000.0,23000.0,3.0,3.0,2.0,2.0,CB,"Aug 2, 2017",2021,187.96,83.90022675736961,75.0,29400000.0,0.0,0,1,3,58.5,80.5,10.8,58.25,66.57142857142857,59.33333333333334,40.0,60.5,82.0
388,S. Bender,29,Germany,81,81,Bayer 04 Leverkusen,14000000.0,69000.0,2.0,4.0,2.0,1.0,CB,"Jul 13, 2017",2021,185.42,79.81859410430839,82.0,23800000.0,0.0,0,2,3,59.0,84.75,11.4,60.0,73.71428571428571,45.16666666666666,57.0,68.5,75.0
410,J. Mathieu,34,France,81,81,Sporting CP,5500000.0,18000.0,3.0,2.0,2.0,2.0,CB,"Jul 7, 2017",2019,187.96,83.90022675736961,72.0,11000000.0,1.0,0,3,2,63.5,83.5,10.2,72.5,68.14285714285714,72.5,58.0,71.0,80.0
422,F. Balbuena,26,Paraguay,80,83,West Ham United,15500000.0,80000.0,1.0,3.0,2.0,2.0,CB,"Jul 14, 2018",2021,187.96,84.80725623582768,82.0,30600000.0,0.0,3,2,2,51.5,80.0,12.2,46.0,66.85714285714286,41.333333333333336,36.0,60.5,82.0
431,Raúl,28,Brazil,80,80,SC Braga,12000000.0,19000.0,1.0,3.0,2.0,2.0,CB,"Jul 1, 2017",2022,187.96,81.17913832199547,88.0,24000000.0,1.0,0,2,2,58.0,79.25,10.2,58.75,72.57142857142857,50.33333333333334,49.5,51.5,86.0
432,M. Caldara,24,Italy,80,86,Milan,17500000.0,73000.0,2.0,3.0,2.0,2.0,CB,"Aug 2, 2018",2023,187.96,79.81859410430839,76.0,33300000.0,0.0,6,2,3,62.5,82.75,8.6,51.5,70.0,28.0,33.0,67.0,82.0
451,M. Keane,25,England,80,83,Everton,15500000.0,88000.0,2.0,3.0,2.0,2.0,CB,"Jul 3, 2017",2022,190.5,82.08616780045352,68.0,30600000.0,0.0,3,2,3,67.5,80.25,11.2,60.0,72.0,48.0,42.5,61.5,81.0
455,Z. Feddal,28,Morocco,80,80,Real Betis,12000000.0,29000.0,1.0,2.0,2.0,1.0,CB,"Jul 24, 2017",2021,190.5,82.99319727891157,82.0,25200000.0,1.0,0,2,2,61.5,80.5,11.4,60.0,62.57142857142857,47.5,47.5,56.5,79.0
467,J. Vestergaard,25,Denmark,80,81,Southampton,14500000.0,51000.0,2.0,4.0,2.0,2.0,CB,"Jul 13, 2018",2022,198.12,97.95918367346937,84.0,28600000.0,0.0,1,2,2,49.0,80.0,12.6,55.25,56.14285714285714,55.33333333333334,53.0,36.5,87.0
468,J. Tarkowski,25,England,80,83,Burnley,15500000.0,56000.0,1.0,4.0,2.0,2.0,CB,"Feb 1, 2016",2022,193.04,81.17913832199547,79.0,30600000.0,0.0,3,2,2,68.0,80.0,10.0,61.0,71.57142857142857,50.0,54.5,59.0,80.0
471,J. Murillo,26,Colombia,80,84,Valencia CF,16000000.0,38000.0,2.0,2.0,2.0,2.0,CB,"Aug 18, 2018",2022,182.88,78.0045351473923,88.0,34800000.0,0.0,4,2,3,61.0,80.0,12.0,60.0,76.57142857142857,38.0,49.5,75.5,76.0
478,D. Vida,29,Croatia,80,80,Beşiktaş JK,11500000.0,55000.0,3.0,3.0,2.0,1.0,CB,"Jan 3, 2018",2022,182.88,76.19047619047619,83.0,21900000.0,0.0,0,2,3,59.5,82.0,11.2,56.75,72.71428571428571,41.16666666666666,46.5,75.0,79.0
483,J. Matip,26,Cameroon,80,82,Liverpool,15000000.0,99000.0,2.0,2.0,2.0,1.0,CB,"Jul 1, 2016",2020,193.04,89.79591836734693,75.0,29600000.0,0.0,2,2,2,67.0,81.25,10.6,63.75,67.57142857142857,46.16666666666666,61.5,62.0,82.0
484,Y. Rakitskyi,28,Ukraine,80,80,Shakhtar Donetsk,12000000.0,1000.0,2.0,3.0,3.0,2.0,CB,"Aug 1, 2009",2022,185.42,82.99319727891157,84.0,25200000.0,1.0,0,3,2,71.0,81.0,10.6,70.75,76.42857142857143,72.0,64.0,70.5,69.0
493,Maicon,29,Brazil,80,80,Galatasaray SK,11500000.0,63000.0,2.0,3.0,2.0,2.0,CB,"Jul 1, 2017",2021,190.5,88.8888888888889,88.0,21900000.0,0.0,0,2,3,57.5,79.75,11.2,60.25,63.714285714285715,64.66666666666667,48.0,56.0,83.0
506,N. Nkoulou,28,Cameroon,80,80,Torino,12000000.0,50000.0,3.0,3.0,3.0,1.0,CB,"Jul 1, 2018",2020,182.88,77.09750566893423,76.0,20400000.0,0.0,0,2,2,71.0,79.5,8.2,67.75,73.85714285714286,42.0,58.5,72.0,77.0
510,M. Musacchio,27,Argentina,80,80,Milan,12500000.0,85000.0,3.0,3.0,3.0,2.0,CB,"Jul 1, 2017",2021,180.34,73.01587301587301,76.0,21300000.0,0.0,0,2,2,66.0,83.0,9.2,56.75,74.28571428571429,50.83333333333334,57.0,70.0,76.0
516,Marcelo,31,Brazil,80,80,Olympique Lyonnais,10000000.0,64000.0,2.0,2.0,2.0,2.0,CB,"Jul 17, 2017",2021,190.5,84.80725623582768,83.0,19000000.0,0.0,0,1,2,58.0,79.0,12.4,55.0,70.57142857142857,47.5,48.0,54.0,83.0
527,D. Criscito,31,Italy,80,80,Genoa,10000000.0,21000.0,2.0,3.0,3.0,2.0,CB,"Jul 1, 2018",2023,182.88,74.82993197278911,79.0,17000000.0,1.0,0,2,2,72.5,81.5,11.4,76.25,75.42857142857143,65.16666666666667,71.5,77.5,69.0
532,M. Škrtel,33,Slovakia,80,80,Fenerbahçe SK,6000000.0,68000.0,3.0,2.0,2.0,2.0,CB,"Jul 15, 2016",2019,190.5,81.17913832199547,82.0,11400000.0,0.0,0,2,3,51.5,79.0,8.8,54.25,68.42857142857143,35.833333333333336,30.5,55.5,83.0
533,S. Radu,31,Romania,80,80,Lazio,10000000.0,51000.0,2.0,3.0,3.0,2.0,CB,"Jan 1, 2008",2020,182.88,78.91156462585032,75.0,17000000.0,1.0,0,2,3,67.5,85.5,10.4,64.0,71.28571428571429,59.66666666666666,57.5,69.0,70.0
534,G. Cahill,32,England,80,80,Chelsea,8500000.0,99000.0,3.0,3.0,2.0,2.0,CB,"Jan 16, 2012",2019,193.04,87.98185941043086,85.0,15700000.0,0.0,0,2,2,58.5,81.0,8.6,50.25,67.28571428571429,51.83333333333334,50.5,45.0,85.0
536,L. Perrin,32,France,80,80,AS Saint-Étienne,8500000.0,37000.0,2.0,3.0,2.0,2.0,CB,"Jul 1, 2003",2020,180.34,79.81859410430839,77.0,16200000.0,0.0,0,2,3,67.5,81.5,10.0,65.0,74.71428571428571,59.83333333333334,60.5,62.5,81.0
